Feature1,Feature2,Label
5.147623447469723,1.35023781308953,1
5.597767524394162,-0.5191104094627077,1
-2.529443460159651,7.427719734764471,0
5.460524907983158,1.669880705289891,1
5.074541121572721,5.08627088190889,1
2.3387075801246677,3.8896849167884957,1
-2.188057006857444,7.14567796013034,0
5.152512799893841,4.787425942764561,1
-2.012302475947404,10.47760381888186,0
0.28946414366438455,9.725035509566002,0
-3.4101556579309578,8.576745503508405,0
-3.3932447584690673,10.288689273729858,0
-1.2753802548979667,7.183020653241789,0
-2.5015274380890586,8.662405428135601,0
6.924564952132587,2.78153474946772,1
-2.3635812990306895,10.467253613997656,0
2.1357709145460437,2.788209972510635,1
0.7067185109352385,9.965164661675338,0
-3.3038379287033086,9.784187277868355,0
-0.4050061566486014,6.9115095340099,0
-3.9712201283937323,10.194913033812,0
-3.0232693978429044,7.810870224365893,0
4.621508676957729,0.6272881267119848,1
4.479333296296264,0.4203062003116709,1
-3.2134092019551783,9.828126193577269,0
4.769763517437451,1.7396538308526128,1
7.869652522495436,0.8221483396086577,1
4.785372783717179,2.8659052220961025,1
3.5011798438975545,2.1987603636550435,1
-2.877279797057056,7.883681881662087,0
-1.6289119823523448,12.29996956691329,0
-1.5706966014052408,7.728549793573897,0
7.586966535602685,2.026065011898325,1
-3.1789700511532817,10.29888431968353,0
4.786392984051349,0.8136550081575322,1
-1.2889217969982456,7.167989653547389,0
6.19618875261495,1.2081450856586113,1
4.540759138257126,0.156645384297047,1
3.869078460223061,0.38434940110730453,1
1.454035249763391,1.1845371514195904,1
-4.7882525719837705,8.287935018898944,0
0.320081228763045,9.27615284744608,0
3.964780629009236,2.90744458246198,1
5.106240184625109,4.18620400936506,1
-2.797739070224434,9.46660714169874,0
-1.966743585481299,8.046606496290636,0
4.912678218815844,2.3455005633912362,1
-3.668435444859108,8.659058218088308,0
3.7512879498697975,0.677183529421008,1
-2.3389216051758783,10.007482139979892,0
5.5760585618063345,2.915687947837152,1
2.2302093558417426,2.2783651377415666,1
2.421999467558339,3.6888007487511256,1
-2.838705454809018,9.549954985465941,0
5.138349854197489,0.8504398791059016,1
-1.7366447222397605,9.784965054566635,0
3.1924936453579447,3.002246873938391,1
-0.771304254541644,7.783262650670756,0
-2.4044944955677217,8.436315732905681,0
-4.726980608603891,7.934519815606259,0
4.667506405012429,4.487825652353656,1
-0.1301723988347221,7.157562879958048,0
-1.973674394105179,7.9749217353073405,0
4.227301290500636,-1.479712063162645,1
6.408824612323841,2.0744474060558953,1
4.753585673518691,0.9574271166725645,1
3.6639149825453607,1.242481608293688,1
3.401633041039334,1.4910909214612418,1
6.391551928717813,2.3548009488925516,1
-4.835192769651949,9.117130590407363,0
5.878003359710146,3.19343413794169,1
5.196597646285064,1.067191903867001,1
3.8444924086694403,0.7838604355472159,1
5.885382561044469,0.6890439450774313,1
-3.5622772638687787,8.52279290830167,0
5.675094823794771,1.3713389761119776,1
