F1,F2,F3,F4,F5,F6,F7,F8,Label
-2.1674416472755906,10.890456967414208,5.5903026744141515,1.3962660282783288,7.569886166453519,-9.221653241776254,8.696059201056602,13.556378588049508,0
-5.850471553825626,-6.407512110862903,-8.582298022322135,8.306213899444217,4.134349032237009,18.76795812558066,-7.73789199103573,-12.44654703311417,1
-6.861193258085877,-6.532527887914275,-9.378087436945371,6.54521819009639,-17.787202489042787,14.96044311489183,6.543656563540577,-0.5558467091045507,1
-7.975902278046472,-8.32016047587024,-7.243822693411039,6.476561567180376,2.7996862631982027,-11.254890472983766,24.457519796168263,1.292211819752275,1
-7.881247201046186,-7.161209886161902,-7.0406412297864875,7.964365776765713,1.093947946048929,7.2576662389869195,4.810092317367133,2.238840242791314,1
-2.6609827180883334,9.602603334682899,4.920870703963134,1.3504701641201382,-7.904744554453119,4.7146835713599575,18.820244964750337,13.454200461549776,0
-4.433875211534444,-6.7508884113007195,-8.728932962031118,8.049289539397396,15.931866266393971,-5.112156764311852,-9.896048202585808,-1.2578692009964816,1
-5.984433971123538,-6.244937791593977,-7.788775041316676,6.788287703938135,0.5572491228869461,10.941915184709485,-16.924646297148193,15.295503194606137,1
-2.1425993769559017,8.074406341870967,4.1260119188914075,0.9139561620517804,-1.5800789857898943,-4.2688106994742006,-10.121043752601675,-16.548566718657693,0
-2.1768836110731584,8.265799591641768,6.1910308117506245,2.0888443182335905,8.231705839619146,0.7331796718840389,-12.899608997410539,-12.95078772063616,0
-7.633591780017946,-7.1607846701427205,-10.531284570831396,7.2251832887039535,-3.3578469929012824,16.69021525289393,-2.595913513636048,-15.031429531181061,1
-6.590458547243452,-4.424809453365052,-9.476067740887327,6.792525960496885,-2.4574306408594433,-2.7272356974767047,-26.968866429415716,-0.5429486651781221,1
-7.187405426104271,-6.660959265612008,-8.588944072925255,8.900976195262178,-2.3093453020867796,6.962063648134183,18.489560949453452,11.265650295477574,1
-6.655175372591298,-5.8330112906637925,-7.154400065178142,6.864638652629763,-2.688886905548306,-11.065259087416702,25.733598032498605,0.5921843401448825,1
-5.3000550454205575,-7.402969620429215,-9.258514573731867,7.041738306638196,0.13929291912946204,-0.24125087110003277,1.9808476076785495,-1.4436041192394247,1
-6.229426013192609,-6.9792854570553295,-6.9916907605883445,6.253438149172551,-5.736620068802363,-5.468589412403921,-0.32753270215998387,-5.434247711337649,1
-4.30626738790141,-6.820891159261459,-8.824398464723064,7.2993978283887,-7.128457826771644,1.0643022769189683,-2.549772174208553,15.039929885826886,1
-2.617957771509608,9.415997850297263,5.330022827939214,1.5719492120548957,-26.509698083930118,10.915068519224619,12.460851924976291,-20.733902324081495,0
-2.571876720325922,9.96942844869956,3.6541527898925574,2.477216199458576,-3.4268759408034875,-3.7144086599579147,-14.075116947178213,-7.778166875908753,0
-2.9841429342137062,8.360956895624609,6.405333076509198,2.3781513949016877,-11.105758454658288,17.52270443423623,9.356783931474611,12.715550949941587,0
-2.065378194906522,9.788920181627658,3.7129483646500185,1.913644327878932,7.216720640432351,-11.290517712172292,-5.245202662797737,4.89374561227918,0
-2.8244668676930957,9.773255348691588,3.8670536216905296,1.7363510772007231,-12.221278088919455,7.129984301723881,-2.4032539815813503,-3.7482080754959752,0
-2.5171702643693674,10.494230267088348,4.71724714387572,1.1118854826124682,7.109599682034915,4.4426331148603975,-3.609661658190799,11.59329803364248,0
-6.914615681648232,-5.109308957640437,-9.465294814423778,9.135971473495632,-10.810633275998974,6.159356069442637,5.931012579683838,-3.0954643931399026,1
-3.2395642547698866,9.230744717780297,4.685450676131915,1.3215693363349148,3.2613302224211798,-12.51113576385303,9.24027019206901,-1.8490213644298903,0
-7.134604408572125,-5.376116604693258,-11.489297565029023,8.415029767421165,-5.227230205190395,10.490092258368893,-7.043436905427592,-14.084612963635596,1
-1.8706051642753763,7.352766065929361,4.573799037580785,0.7621534841782753,-15.566291735239037,6.060099513456397,-12.80429352496283,17.547941819843647,0
-2.186479062714661,8.187055184645999,5.159225350469273,3.5059085969433097,-20.81929407883722,16.964563682900383,2.1101746720261843,-0.9671311187039239,0
-6.757329688118986,-6.336811564239559,-8.789467686310307,7.364114606702586,-5.449190868089497,3.9913611435207086,-0.37634702424848365,11.033018820165214,1
-1.471657678794851,8.504269729343575,4.37000390093473,0.9944059681584246,1.1422764866203965,1.503017614618776,-3.6361221221385587,-0.5694562372106746,0
-0.35601516554119383,8.246938565310272,5.5121994729487795,2.1565116896790837,3.0780176889205917,-17.101683926566256,-13.48185422105713,7.43264094022715,0
-0.9299848075453587,9.78172085735123,4.170404450293149,2.5157297275266965,1.7086543812794186,-1.8398333635267914,0.1843393306539316,3.4758170536167103,0
-4.997602694676236,-5.534689547120969,-7.245141129996613,6.812307239067518,-5.397596803093615,-7.783047254023127,1.9584525509768156,-9.78372777615032,1
