Feature1,Feature2,Label
-0.3172267289250578,0.09692043171323939,1
-0.1164015896467966,-0.4670574117206625,1
0.47390314848105264,0.8756398084767414,0
-0.3442857448246007,-0.11145415756246964,1
-0.2128315587544537,-1.0637988219098045,0
0.09676902440891814,0.565249483280251,1
-0.19197258048484872,-0.27506750105496747,1
-0.4177114110483644,-0.12407502748930808,1
-0.3323567412097622,-0.5470400119437266,1
0.9745164205349304,-0.44367488614465417,0
-0.21469465480559446,-0.9308925785244123,0
0.4703355821347827,0.06093151899441106,1
-0.08936528681758539,0.4528074440860401,1
-0.6686638546957003,0.6491320463780714,0
0.45686631077176043,-0.7707538297381856,0
0.4571408492338276,-0.9989142607573004,0
0.5076616497649971,-0.30725628110805464,1
0.9160981583913086,0.4771081063297213,0
1.0184160260250017,0.04524914293924778,0
-0.335967287403092,0.548584269715137,1
-0.656491336921927,-0.021719335006096203,1
0.7005636150457423,0.4861603348466482,0
-0.28809968396632835,0.9990598329338107,0
-0.9738627657673177,0.12642343583182736,0
-0.3976628398566713,-0.4429970864666809,1
-1.0650126251042678,0.34227804279202684,0
-0.45151106872880303,0.3209023377647563,1
-0.9439693558676894,-0.061562867449755906,0
-0.739629149876882,0.7473932258457882,0
0.4108179015354724,-0.2204127986823146,1
-0.8447660786423284,-0.8134184354605739,0
0.1927761053538048,-0.5739375025859766,1
0.04170735342376554,-0.8937866278689304,0
-0.2816467200938644,0.3722363387839596,1
-0.17527646614963308,-0.41488960285024545,1
1.018184407728446,0.33995559462736,0
-0.41873700244254475,0.27441034719640717,1
-0.5257373907413481,0.06348633498178552,1
0.9822721670053716,-0.021926859501458607,0
-1.0231468418521992,-0.32840752859179223,0
0.7687388044721408,-0.6687720278257174,0
-0.9320791699241766,0.2326297120695355,0
0.8550134609596527,0.4210266126222259,0
-0.6013550699927757,-0.7453447949606539,0
-0.5926212241575045,-0.08953870074605584,1
0.5903659936290809,0.9492851641456767,0
0.8549129557706929,0.4207820433386583,0
-0.05072963580590431,-0.5145762436365999,1
-0.05270463727517813,-1.0218086207981296,0
0.3121016573589798,1.1042663124606875,0
-0.9133338737430523,0.2834971867937537,0
0.02155136114909354,0.4556167500068547,1
-0.9721661680919239,-0.20076019729302363,0
-0.7497724881682551,-0.18291367198136643,0
-0.1497914783409593,-0.38129301843831787,1
-0.5128395741666026,0.9923165354933993,0
-0.6991308821612934,0.6210564139544473,0
-0.023091193908485876,0.47894312079361384,1
-0.25197109054952255,0.4795723221750481,1
0.41409120576359315,0.9855590155847201,0
-0.015018774545167734,-0.4555289494692049,1
-0.7473139773428782,-0.5510463832294097,0
-0.402757580428177,-0.3594336483384214,1
0.3076658524490948,-0.21505521948580958,1
-0.5756604440798088,-0.17588017920517615,1
-0.5396109174342335,-0.872628191239448,0
-0.38411856255871135,0.3077458040021681,1
0.6735678572174397,0.5856951351029794,0
0.05365889273262747,0.34061415380965177,1
-0.9400254310738397,-0.4449023587060893,0
0.7329947853607975,-0.5786131534539289,0
1.0211574265614467,-0.4747602782553003,0
0.5192283878351526,-0.26358556555308066,1
0.6227000528856581,-0.6267889043153874,0
0.537121286805683,0.11532385785452398,1
-0.6980342757202259,0.7299060455983736,0
0.4187225462315989,-0.9068699845821618,0
-0.36429297617167733,-0.15752720061897607,1
0.5133167610487256,0.01839411156368593,1
0.1196903460037167,0.9970645656294368,0
0.4232887519765825,-0.45326432768133995,1
1.1151907067271916,0.30165168876001724,0
-0.34596594133160385,0.11592754921168108,1
0.4307324197271572,-0.42889624776506946,1
0.5828513479091681,0.004240943824793942,1
0.20395933843607583,0.5194871710563034,1
-0.2594867666475728,-0.3511754562489083,1
0.9573837156554409,-0.509908344269157,0
0.3180761369474869,-0.5508128945977406,1
0.8251691954314949,-0.4384036146418746,0
-0.06283439523906155,0.5800358580675119,1
-0.4572551910118134,0.28066965776328134,1
-0.1061153254035768,-1.0699587274412268,0
0.5008185237380717,0.9463705001096857,0
-0.1474242294917354,0.4708788038234699,1
-0.7555199509429028,-0.4643138526752975,0
0.46164178211537843,-0.2759226293256401,1
-0.12292849912040058,-0.42491788589510116,1
1.008912625459179,0.4022601623371494,0
-0.31221982248104485,1.013861074981458,0
-0.48805629329275974,0.12245007369632079,1
0.6507308497786444,-0.21382609314735,1
-0.9011846198406533,-0.4500242217005452,0
0.21313358780673475,0.15953680446706925,1
-0.33146300947944823,0.4339246230337731,1
-0.493942259977135,-0.31333335888168856,1
-0.2283261862878976,1.1209682166316588,0
-0.2579488165899708,-0.3103184417766951,1
0.3903552130993539,-0.44235266500045917,1
0.7107855410155697,-0.5163564833652527,0
-0.5948046921937936,0.6665841951637083,0
-0.8573137955802753,-0.3650102982899812,0
0.9691348804319839,-0.48306750943710136,0
-0.0026504660707449,0.6242288316443501,1
1.013005723311748,0.505074270500236,0
-0.3984763057341767,-0.4262197284567468,1
-0.07122384417632643,-0.4238133775414874,1
0.2941036402204127,0.21155255287706937,1
0.42262929324121584,0.3482955706388253,1
-0.7187012305940692,0.2981243022787574,0
0.6289676898343091,0.7032854155570293,0
0.015493196944475124,-1.14200414973928,0
-0.8531635099822756,-0.5821276725395333,0
0.1875161576088002,-0.3475551507970393,1
0.6751478496362182,0.6919898845677686,0
0.4706542073090322,-0.45097709755361,1
-0.22473937044325518,-0.3301339728831453,1
0.30551407793502555,0.4050564028558789,1
0.9467879558017663,-0.359755106789824,0
-0.8570971368546624,-0.09534721451026364,0
0.24564473269735573,0.9432277397397477,0
0.23271065871649066,-0.4882580789742056,1
0.713985135275562,0.6620561355401424,0
0.6188840800602815,-0.5149057114688733,0
-0.8279957890328342,-0.48117147826220025,0
0.05574867993271207,0.9803497876713219,0
