F1,F2,F3,F4,Label
-2.1674416472755906,10.890456967414208,5.5903026744141515,1.3962660282783288,0
-5.850471553825626,-6.407512110862903,-8.582298022322135,8.306213899444217,1
-6.861193258085877,-6.532527887914275,-9.378087436945371,6.54521819009639,1
-7.975902278046472,-8.32016047587024,-7.243822693411039,6.476561567180376,1
-7.881247201046186,-7.161209886161902,-7.0406412297864875,7.964365776765713,1
-2.6609827180883334,9.602603334682899,4.920870703963134,1.3504701641201382,0
-4.433875211534444,-6.7508884113007195,-8.728932962031118,8.049289539397396,1
-5.984433971123538,-6.244937791593977,-7.788775041316676,6.788287703938135,1
-2.1425993769559017,8.074406341870967,4.1260119188914075,0.9139561620517804,0
-2.1768836110731584,8.265799591641768,6.1910308117506245,2.0888443182335905,0
-7.633591780017946,-7.1607846701427205,-10.531284570831396,7.2251832887039535,1
-6.590458547243452,-4.424809453365052,-9.476067740887327,6.792525960496885,1
-7.187405426104271,-6.660959265612008,-8.588944072925255,8.900976195262178,1
-6.655175372591298,-5.8330112906637925,-7.154400065178142,6.864638652629763,1
-5.3000550454205575,-7.402969620429215,-9.258514573731867,7.041738306638196,1
-6.229426013192609,-6.9792854570553295,-6.9916907605883445,6.253438149172551,1
-4.30626738790141,-6.820891159261459,-8.824398464723064,7.2993978283887,1
-2.617957771509608,9.415997850297263,5.330022827939214,1.5719492120548957,0
-2.571876720325922,9.96942844869956,3.6541527898925574,2.477216199458576,0
-2.9841429342137062,8.360956895624609,6.405333076509198,2.3781513949016877,0
-2.065378194906522,9.788920181627658,3.7129483646500185,1.913644327878932,0
-2.8244668676930957,9.773255348691588,3.8670536216905296,1.7363510772007231,0
-2.5171702643693674,10.494230267088348,4.71724714387572,1.1118854826124682,0
-6.914615681648232,-5.109308957640437,-9.465294814423778,9.135971473495632,1
-3.2395642547698866,9.230744717780297,4.685450676131915,1.3215693363349148,0
-7.134604408572125,-5.376116604693258,-11.489297565029023,8.415029767421165,1
-1.8706051642753763,7.352766065929361,4.573799037580785,0.7621534841782753,0
-2.186479062714661,8.187055184645999,5.159225350469273,3.5059085969433097,0
-6.757329688118986,-6.336811564239559,-8.789467686310307,7.364114606702586,1
-1.471657678794851,8.504269729343575,4.37000390093473,0.9944059681584246,0
-0.35601516554119383,8.246938565310272,5.5121994729487795,2.1565116896790837,0
-0.9299848075453587,9.78172085735123,4.170404450293149,2.5157297275266965,0
-4.997602694676236,-5.534689547120969,-7.245141129996613,6.812307239067518,1
-1.3510867495526824,9.805948822161257,5.2639986532802565,2.601515193205012,0
-6.257817228934074,-8.450334313166403,-9.565464932460879,7.076004279947198,1
-5.955600171944369,-7.065011729718936,-9.36105077715505,8.372532141335592,1
-3.6155325970587784,7.818079504117651,5.452404658622299,3.3294097125115547,0
-8.224077702185546,-7.798761539760145,-9.842468523388078,6.5557253503945745,1
-2.3360166972015683,9.399603507927159,3.7560214000269685,2.12689478988626,0
-1.2315327272643253,8.422714739362492,5.186976217398139,1.7709770315068378,0
-6.282227121301412,-6.178936850965048,-9.135891259996002,8.699229728810323,1
