F1,F2,F3,F4,Label
-1.707003004151081,0.01943155787186626,-1.9898895046948442,-1.7894791802754142,0
-1.4266828135942113,0.006318522323094755,-1.5914413231764364,-1.528047075881549,0
-0.45989354564539275,-0.017191999121368776,-0.3741022058564173,-0.5554216166055244,0
-0.41257003514402996,-0.011176234119777554,-0.36628320973926454,-0.48438701143923446,0
0.5000507382681425,-0.2647470164244394,2.4542336466480963,-0.3225608592758882,1
1.1187134752929753,0.1618959205373528,0.04264126325643036,1.7435811270065225,0
-2.2413177608946553,0.03597469479621898,-2.6883164011130987,-2.315416864427805,0
-0.30106420022349095,-0.0039417657697352095,-0.29772666591533536,-0.33969728698003965,0
0.5467774003171783,0.1860060521929866,-0.7512091368761726,1.20153878385879,0
0.2977248657433012,0.19639548928994222,-1.096104827716949,0.9651458873008569,0
0.264373416244544,0.20071386508235628,-1.1634351629573154,0.9430575177557894,0
1.6048603550959797,0.10989535755056731,0.9450097917451727,2.1013316601307443,0
0.5721213118607005,0.16908554383434282,-0.6015218325270004,1.1737421737914822,0
1.3200594663899377,0.12124127882224729,0.5544717811540938,1.8292594772221715,0
-0.240190096972131,-0.009881848187381977,-0.18886117040020134,-0.29303325056106455,0
0.8195021787605804,-0.03297191094107754,1.1261003300909171,0.7818151367881133,1
-1.1218264811236416,0.013848628835327616,-1.315526738852368,-1.172504122773927,0
0.577952185201955,0.18816521769057065,-0.7330285225264677,1.2424374694635925,0
-0.6991789800445956,-0.007193477951666759,-0.7055914970285402,-0.7824898648295655,0
-0.2702648547932504,-0.010850060759280926,-0.21445291102545638,-0.3288449607311722,0
-0.11823973598917746,0.21602737030207433,-1.688612264066313,0.5777764810080719,0
0.3160442018602048,-0.022718173219797803,0.5065387477490542,0.2688151102059164,0
0.6842694266846573,-0.26254750732768317,2.63794460168335,-0.11539725800093059,1
-1.5779546320445454,0.019253772909120302,-1.8487824394675063,-1.6499750203274475,0
-0.09401411133094936,-0.01904477227541868,0.03570878582719428,-0.1643063575233198,0
0.7715949457007344,-0.12130519522413259,1.7122796907277098,0.4410755907310888,1
-0.1805925184841375,0.21886866578172173,-1.776695423993969,0.5193782950969935,0
-0.019484615675990805,0.2188806414992883,-1.602222889772161,0.6943041607025733,0
-0.983857392502472,-0.004829490511551158,-1.0311146920601986,-1.083788345952154,0
0.10639539924017634,0.22650742761550788,-1.5209260002562743,0.8558797918228491,0
0.2992091563319044,0.18260060367572714,-0.9948475434697207,0.9216657764844286,0
0.28436609548484343,0.2014782127808213,-1.1472946255053775,0.9672585023844397,0
0.34880251778407745,0.18540708850068705,-0.9613865495643731,0.9846741876199212,0
0.44683318502006447,-0.03554375215462324,0.7408946594491148,0.3688669004410239,0
-0.4746022175960387,0.23452426776464527,-2.208342615728519,0.25139676897816066,0
0.5666636867706031,0.17016901767036885,-0.6152617305904837,1.1713593343251099,0
0.21725196507258743,-0.07947399533574624,0.8094809233146487,-0.023944141617120662,1
-0.07831511200475318,0.21290557710038918,-1.6228036130085353,0.6109114682176788,0
0.06567469511278339,0.20428146422222146,-1.4044945322505278,0.739026421272239,0
-0.6162797284025505,0.23600208329717498,-2.3725241774530046,0.10243276843483717,0
-0.5822390959235783,-0.01414964437765963,-0.5286393959198905,-0.6782862732724784,0
1.3607291570029818,0.22556705509678948,-0.15507314554467988,2.214417149571287,1
0.1691177161845013,0.1963536851493909,-1.2351476029307344,0.8254029146801628,0
0.614355896186017,0.17208655054694294,-0.5774391640378937,1.2293982791870475,0
-0.4766975807939731,-0.015865481131237882,-0.40189150231148596,-0.5693268338992357,0
0.9656884797928803,0.15663197395357328,-0.08513524638969183,1.5602623441431058,0
0.00921295757646236,-0.03194893503995808,0.24076925792252646,-0.094430592254098,0
1.0671110573354352,0.14319142121650508,0.12184475418722718,1.6264259901692015,0
0.5331494995404231,0.1760944423036737,-0.6943771074969269,1.1543472697748405,0
0.1994067264481986,0.20281300283319384,-1.248989400764803,0.8793959779288125,0
0.5815580516429854,-0.166178954366133,1.830527499952281,0.08810684798633084,1
-0.01947175897453826,0.20078098895718502,-1.4714638735502528,0.6351557783272456,0
-0.5683941649628006,-0.012102862352767385,-0.5284237149280748,-0.6565669321579763,0
0.46897015802540354,0.18448839178686374,-0.824549613800724,1.1121162691408322,0
-0.7021769259633941,-0.011632791488371551,-0.6767718137311274,-0.8002549965044649,0
0.7072708966767144,0.08921310489057957,0.12188006698985088,1.0593714203200655,1
0.020889290895779115,0.18679200482975486,-1.3266818566126464,0.6332429273080946,0
1.7332857092652185,0.11439638249149384,1.0516438584115342,2.255453145349538,0
-0.4439751499238797,-0.0042319013826993025,-0.4504736337079205,-0.49577911910930816,0
-1.250190149979914,0.006890054519033149,-1.404341557140428,-1.3345916392576316,0
0.6190954760642602,0.16905708856153048,-0.5504201749820434,1.2246408104023283,0
-1.226072015945655,0.010638848444728318,-1.4052896421681107,-1.2961571085589252,0
0.08007364618320233,0.21640649637914955,-1.476480065605366,0.7942899439369664,0
-0.4420303038424895,-0.02123469874699451,-0.32554459291033955,-0.5492449871554009,0
-1.3725710515012346,0.015181265543590264,-1.5968328146421489,-1.4403377327995073,0
-1.2845193905972359,0.00805192938129414,-1.44992994458645,-1.3680590812528592,0
-0.9939460046131062,0.0038247538714543286,-1.1045606256602039,-1.0664516599326497,0
1.2423950456715713,0.14994121988481668,0.2630054563258397,1.8387642801945203,0
-0.5962456779513843,-0.020836076940629524,-0.4955151330790949,-0.7153467175644707,0
-1.168511197992492,0.01017689852818827,-1.339586032985237,-1.235183354453127,0
-1.8753583901433764,0.01739129483566658,-2.157563040166232,-1.978902236210593,0
-0.06162159628876685,-0.011106562707557532,0.01346315849027846,-0.1031958321495724,0
-0.38510035845039337,-0.011037289597923309,-0.3375237316946711,-0.45411381167720677,0
-0.3820616198919239,-0.016715208865411363,-0.29321612992142176,-0.469374599875076,0
-0.48628260632456893,-0.017806379088808784,-0.39825647870387304,-0.5860758361928606,1
-0.22307745965189565,0.21292910237128235,-1.779822323044606,0.4538451599995287,0
-1.3173576449492306,-0.0008262206121888816,-1.4213774957000374,-1.4327258514660584,0
-1.0941840075155718,0.015050231066690681,-1.2942562766489596,-1.1385698380596743,0
-0.05384718790589401,0.1976672939030867,-1.4862171958020967,0.5876626413220665,0
1.1271263549509576,0.1424563872749794,0.1921804275474357,1.689171514472635,0
-0.1726151183061126,-0.016308697426945545,-0.06921911283089965,-0.24068633850869725,0
0.7738628692823702,0.16383575640673462,-0.34501408015952795,1.375577777090687,0
0.9301061718914141,0.16819058795196343,-0.20718345684425854,1.5594184895177245,0
-0.5710699000336724,-0.056724073234935155,-0.20899599733439733,-0.8053248733657004,1
-1.1650337371856774,-0.5032965267506647,2.3733207698295216,-2.9097991920842667,1
-0.07109668035853862,0.22438748877735126,-1.6979235174909317,0.6562781865963627,0
