F1,F2,F3,F4,F5,Label
-8.467584016910019,-0.7774066071492518,1.551185441710809,-1.1378607130285254,-4.230311196655448,3
-1.3510867495526824,9.805948822161257,5.2639986532802565,2.601515193205012,-6.891873963998185,0
-3.9572819645500745,7.606822353821766,3.9214346149756656,1.7597225322288848,-6.568719625553266,0
-7.332415912525024,-11.262207083264967,5.73962009201298,2.782714891008473,4.947251714571741,1
-8.669233631096182,9.107922499051234,6.9162451300803385,-5.4315199802384635,-7.031591109501036,2
-5.376711291508796,-7.960965466060339,7.102558741669039,2.0491860738587064,4.369834363868462,1
-6.682509988583547,-6.763066884010745,6.634335097409135,3.758264038029425,4.359362339383557,1
-9.78196957336367,8.68137472263708,4.7823161989353755,-5.835898472277176,-6.485248164241272,2
-8.50765203115911,-8.790242809974629,7.583245417220185,1.117983609759767,4.800044014698283,1
-9.512304722671539,9.936953035686255,5.72817922292907,-5.583856962398399,-7.777215152762968,2
-7.526806537447554,10.606563273833029,7.672915341819898,-5.160690837233294,-5.58513957969135,2
-6.454652031490982,-9.805303899765223,7.275811559356724,2.018697695773607,3.003086866728366,1
-7.14151332285297,-3.4910940963451558,0.021289285573841132,-1.3755518980359642,-3.629132948035462,3
-6.644495035167381,-8.067462562749043,5.844936669718861,3.1660542780711047,4.499947963415323,1
-6.624079858962071,-7.855636772690496,8.98899735996128,3.036670299882306,2.3205773245892636,1
-6.155468247654098,-4.282182979892568,-0.3324615880039624,-1.2749557441113104,-5.247556208024768,3
-7.339470492816191,-9.688172126100802,8.153858732042949,1.1662164089553084,4.233017793140301,1
-4.9989525238353565,-10.286341657052255,5.124716958878621,2.462314684917508,3.6593973315682975,1
-7.915737727246247,9.81721605260593,5.943840960250027,-5.808986864092183,-5.805173743336265,2
-4.804708794630508,-7.967203053204318,6.997499383330862,3.2235141570281205,3.7533761828993573,1
-8.414836256598626,9.579218601943593,5.352020868052589,-5.353529834681836,-7.0148575496498164,2
-9.585264093930537,9.835135212986236,7.839499090794777,-4.803663650993153,-7.848398624307891,2
-1.41042077106556,9.839702477186352,5.45338847222874,3.278648491095061,-6.858623349518511,0
-6.590705865598426,-2.316507970304529,1.056048080585996,-1.6565799451868455,-3.4784627915284254,3
-3.5464437773792064,8.823947450114714,3.7642605828433444,0.5903699529763959,-5.953449643619629,0
-7.426968534516339,-8.871081026852009,6.780098144364938,1.3094544521870113,4.267881783612806,1
-6.372835562168649,-7.771653067046857,8.492818505944376,3.404459225901703,4.810161443510552,1
-10.958113093663028,9.309914994888631,9.228562153662754,-6.556892354404208,-4.72438385041392,2
-9.278489403856923,10.031973924171984,7.062651913459934,-5.9385054453121855,-6.493321355591414,2
-1.3736319828721513,9.968287891691524,5.291270087533899,1.6579004393003864,-6.120657970658002,0
-4.919689247515894,-3.9947965320549605,0.9475004288944912,-2.423493155304565,-3.747110098831513,3
-6.660959265612008,-8.588944072925255,8.900976195262178,1.9270047024772237,4.440473081691248,1
-7.886095169448713,9.638950222728454,9.25053593018883,-5.187708140802933,-8.124263415013806,2
-4.716326979383092,-5.149504012689167,-0.09733562650813699,-1.3875053841166123,-3.8952560372195544,3
-1.895030923009325,9.771793838245626,4.109377688617574,1.3973514432960519,-7.154678888302914,0
-7.442576369170214,-8.205920017580489,8.296077365125432,2.644110197081372,2.5912268360304527,1
-8.921844461700237,-9.085505139156608,6.641538667500905,1.0206802249692601,3.880351263034954,1
-2.035959998479205,8.94145721554145,3.7930851181596963,0.45832245925486736,-7.326142143218291,0
-4.556598910321812,-5.108791972565726,1.4142828062547588,-0.3605173091147069,-4.846037405115807,3
-7.869714413534528,-8.964114676735658,7.379247827787398,3.116491753335124,2.4689869262060897,1
-2.535711498501967,9.074516338139349,7.1031209487133875,1.7808087191596096,-6.578079848817658,0
-5.835210579694802,-4.380465597589299,0.38918027834062163,1.2832437198593496,-5.6783875244343145,3
-9.550306635915751,9.518228369958146,7.262370788738853,-6.776010351632882,-6.620877193281332,2
-3.0693786632497195,9.761579733321584,5.250249101661566,1.9522680899765839,-6.7622998078424885,0
-6.613059327406688,-7.9486969610125735,7.405806904774128,3.087780609929527,3.6441631058205366,1
-7.712465166380175,-8.366912200249606,6.771299871217732,2.655232052619686,4.364374576772208,1
-3.5220287433871738,9.328533460793595,3.7318547607068906,0.5608659826054405,-5.413978422229716,0
-8.975536209021381,8.34478148006623,6.025083855312631,-3.8391864325676908,-6.554183056621334,2
-5.082423066426424,-8.197484895369001,6.752343925715906,2.5948830162203342,5.560806992506911,1
-1.636876986332072,9.197628133936673,6.829681769445774,1.1648713985855805,-7.719349033332046,0
-2.2851051412423335,9.026878528980117,4.7375549347769335,1.2001599000852656,-6.855117016892327,0
-4.100609656738691,-3.2771040393684885,0.9959731075892142,-3.162157361310424,-4.718090995773183,3
-6.657975821642234,-9.317076378299488,8.579279041072224,1.1276929326446719,3.97457991175955,1
-7.858482370890979,-8.430075000921539,5.620939311260862,3.0514558721898193,4.634049038333952,1
-8.891922666627236,10.353502251810397,6.737259702300283,-4.275687705379215,-7.5051897699914925,2
-6.866180301363,-8.862452843746013,7.521607676266558,1.877939822940233,3.5877895490406724,1
-6.591456480515241,-3.1763446599217424,1.1104961166578107,-2.2965383292022805,-3.089435079864129,3
-9.615614653593884,8.46492908416669,6.2055705648169255,-6.638020500461378,-6.536446715781411,2
-9.554226645824725,8.628223812181243,6.882638727799184,-7.309113432638104,-6.032620423643531,2
-2.0111993318073003,10.465429735993363,5.599149662313308,4.126352141452289,-7.64697475403932,0
-6.590940949368129,-6.383027616725116,6.685782931247387,1.491303279862358,3.5383110294961444,1
-10.935436403613647,8.426583004729235,7.849266723952861,-6.4101120654058725,-7.4104116385399275,2
-9.791890474186312,8.816516129291243,5.634096085315569,-6.402495331500484,-7.587440922620244,2
-11.010120780825794,10.899530695195374,6.3261729771663,-6.004050802889524,-5.03530651400893,2
-4.447323496996715,-2.3719116125370565,0.006279210858483153,-2.4807170604466964,-4.034530949127958,3
-7.711527967720254,-4.541872365399211,1.357522105027516,-0.4079745817815985,-3.662331775941868,3
-2.52771075904514,8.725627489278184,4.962597396566191,1.145938740388409,-6.360280676910098,0
-7.918405609732545,9.792868573062867,5.452969753973251,-5.308615118214336,-5.166869169212337,2
-4.376462815644498,9.700546318572835,3.0271629650384497,1.5012378181512984,-5.790676594183904,0
-9.05861735972722,9.327698265180794,7.1353544598346375,-5.688743371624357,-8.33896722221186,2
-1.6527988287292779,9.228379872328526,3.3941400575161134,2.146350609791914,-6.494309811422434,0
-3.393055059253883,9.168011234143849,4.698087554674101,0.8301993861101089,-6.521839830802987,0
-3.348415146275389,8.705073752347108,4.971142267631666,2.948714811063091,-7.35880142899656,0
-8.558026660052109,9.6369862022664,6.389810670187733,-5.949567635519455,-6.435101915272051,2
-5.753544563728189,-9.10721644719084,6.216997006757033,4.595660038114036,4.220669989935397,1
-1.9941623558440904,9.52807207911053,5.154926522534149,5.825901174595453,-6.308736680458103,0
-0.8805820774814583,7.63418466998343,2.936496396872947,1.9176219850441132,-6.4955617422119625,0
-8.935987235670531,7.821804886255636,8.125393165734332,-4.373126432287025,-6.989063357367517,2
-9.11126928686083,9.475018934300142,5.365860591819866,-4.756950966987337,-6.8572572390193,2
-9.740779950464495,10.106305719928477,7.60555513280302,-6.539207246942427,-7.694733609415765,2
-6.056939009314032,-8.765009789447607,6.033562015757649,0.7272214628005595,3.8256668566307805,1
-3.366355179469033,7.9433936301372094,5.122351251471287,1.7497068986148812,-6.165626697059178,0
-2.2655104115608378,9.259252699307044,4.132935660856972,1.5021313783224093,-6.647577253793634,0
-3.6338397148906196,7.4801719574627,5.91755565812661,2.3054836959203238,-7.628113727707824,0
-6.779231698590075,-2.6341387790741324,0.5629841431721605,-0.5083259520354657,-3.6906843787446864,3
-7.532102984143629,8.294988677518203,6.427599192422663,-6.0300310863233975,-6.056093958048887,2
