item_id,day,sales,price
0,0,0.0,36.388969452825805
0,1,0.0,36.388969452825805
0,2,0.0,36.388969452825805
0,3,0.0,36.388969452825805
0,4,3.640586908968391,36.388969452825805
0,5,1.691785122251094,36.388969452825805
0,6,0.0,36.388969452825805
0,7,0.0,36.388969452825805
0,8,0.0,36.388969452825805
0,9,0.0,36.388969452825805
0,10,0.0,36.388969452825805
0,11,0.0,36.388969452825805
0,12,0.0,36.388969452825805
0,13,1.2396517370577556,36.388969452825805
0,14,0.0,36.388969452825805
0,15,0.0,36.388969452825805
0,16,1.2862305754538177,36.388969452825805
0,17,0.0,36.388969452825805
0,18,0.0,36.388969452825805
0,19,0.0,36.388969452825805
0,20,5.379103475220262,36.388969452825805
0,21,0.0,36.388969452825805
0,22,0.0,36.388969452825805
0,23,0.0,36.388969452825805
0,24,0.0,36.388969452825805
0,25,7.243460389310481,36.388969452825805
0,26,0.0,36.388969452825805
0,27,0.0,36.388969452825805
0,28,4.573187051607597,36.388969452825805
0,29,11.970250404424593,36.388969452825805
0,30,0.0,36.388969452825805
0,31,3.231501766122637,36.388969452825805
0,32,0.0,36.388969452825805
0,33,0.0,36.388969452825805
0,34,6.821284590475575,36.388969452825805
0,35,0.1939348288366851,36.388969452825805
0,36,1.9412571497558808,36.388969452825805
0,37,6.344295591218266,36.388969452825805
0,38,0.0,36.388969452825805
0,39,0.0,36.388969452825805
0,40,4.745723787889521,36.388969452825805
0,41,0.0,36.388969452825805
0,42,0.10206482136515405,36.388969452825805
0,43,2.068490508724622,36.388969452825805
0,44,2.516231311903386,36.388969452825805
0,45,0.0,36.388969452825805
0,46,0.0,36.388969452825805
0,47,0.0,36.388969452825805
0,48,0.0,36.388969452825805
0,49,0.0,36.388969452825805
0,50,0.0,36.388969452825805
0,51,0.0,36.388969452825805
0,52,0.0,36.388969452825805
0,53,0.0,36.388969452825805
0,54,0.0,36.388969452825805
0,55,0.0,36.388969452825805
0,56,0.0,36.388969452825805
0,57,0.0,36.388969452825805
0,58,0.0,36.388969452825805
0,59,0.0,36.388969452825805
0,60,0.0,36.388969452825805
0,61,0.0,36.388969452825805
0,62,0.0,36.388969452825805
0,63,0.0,36.388969452825805
0,64,0.0,36.388969452825805
0,65,0.0,36.388969452825805
0,66,0.0,36.388969452825805
0,67,0.0,36.388969452825805
0,68,0.0,36.388969452825805
0,69,0.0,36.388969452825805
0,70,0.0,36.388969452825805
0,71,0.0,36.388969452825805
0,72,0.0,36.388969452825805
0,73,0.0,36.388969452825805
