study_time,attendance,assignments,score,pass
4.370861069626263,83.63514971044489,0,47.24999317904638,0
9.556428757689245,89.83406985956861,0,66.62003809185401,1
7.587945476302646,62.52339493962495,2,56.12777910548311,1
6.387926357773329,81.24370498034995,4,53.666108027125524,1
2.4041677639819286,78.58729915718743,2,34.145853166137115,0
2.403950683025824,91.64151883941355,8,54.80096692375425,1
1.5227525095137953,95.30435302406303,8,59.7786415172599,1
8.795585311974417,50.60783857386934,2,65.21365105913189,1
6.41003510568888,83.70099595293964,2,62.32477737414917,1
7.372653200164409,52.59178995598645,4,54.965280381539415,1
1.185260448662222,77.44293325386779,1,27.03675569120389,0
9.72918866945795,64.38163645218391,5,74.22579581608395,1
8.491983767203795,65.33882997610706,6,70.53092476792055,1
2.9110519961044856,67.64792517261783,8,49.09195315106476,0
2.636424704863906,81.0646224524805,5,46.121454951481276,0
2.650640588680904,66.70249828343846,2,35.56856056030182,0
3.7381801866358395,86.63495252951401,4,49.32476554069099,0
5.72280788469014,70.22636927869348,3,56.35721603611988,1
4.887505167779041,53.41766001549793,4,46.89074992671071,0
3.6210622617823773,89.18799212420537,7,50.88387271506235,1
6.506676052501415,64.2879162296353,7,65.99166424268735,1
2.2554447458683766,71.63834397996314,5,42.18490693442294,0
3.629301836816963,84.27219416109509,0,35.53003016963747,0
4.297256589643226,66.6228078574356,7,52.516618071964125,1
5.104629857953324,52.82928280733578,7,58.357296937024145,1
8.066583652537123,68.69605235064068,1,57.259484274574284,1
2.7970640394252375,97.22242913471517,3,42.94115358889827,0
5.628109945722504,82.08671986492791,1,53.142147578132196,1
6.331731119758382,83.57395743336035,3,65.84550417785984,1
1.4180537144799796,81.61410768188199,9,58.62613883057797,1
6.467903667112945,59.94960694797184,6,65.6190771942247,1
2.5347171131856236,70.916693205114,8,55.37273222824286,1
1.5854643368675156,87.5469899181659,7,49.924906802295666,0
9.539969835279999,55.06864487765796,8,76.79486274148373,1
9.690688297671034,63.892638804485614,7,84.87978851268542,1
8.275576133048151,63.81595542329268,1,62.09462704758795,1
3.741523922560336,71.6009463797253,6,54.07307271585933,1
1.8790490260574548,99.01843704710924,1,36.37062711266524,0
7.158097238609412,53.3751273341911,1,56.13525339750341,1
4.961372443656412,75.93504971902975,3,52.9848361501615,1
2.0983441136030097,58.96823410061052,0,29.338479534118623,0
5.456592191001432,98.53382727048721,4,64.41774326202766,1
1.3094966900369656,55.66517523637321,5,31.861020444388377,0
9.18388361870904,70.18005011807956,8,85.39688702706111,1
3.3290198344001523,86.89424924173031,9,58.68291830006204,1
6.962700559185838,85.22772140137226,7,66.43837856445292,1
3.8053996848046987,71.13643184469662,1,32.99807759902025,0
5.680612190600297,67.32620839763591,0,49.52300631942715,0
5.920392514089517,69.88061892764352,1,50.330059175096366,1
2.6636900997297435,63.213813157931966,6,35.637098558868054,0
9.726261649881026,60.26664693533999,3,73.24397716527604,1
7.976195410250031,74.1519848779445,9,79.65719973976671,1
9.455490474077703,63.42668780338037,4,71.80739074528896,1
9.053446153848839,64.3730832448625,6,77.8132023336072,1
6.381099809299767,82.83780317372785,2,67.3323100491562,1
9.296868115208051,98.42686658499461,9,100.43535414496432,1
1.7964325184672756,80.18186002796875,1,35.75554381626993,0
2.763845761772307,53.84897335324831,6,41.55036865052176,0
1.4070456001948426,53.77918069270335,4,31.95765824684362,0
3.927972976869379,97.5711610422783,0,50.456247860902124,1
4.498095607205338,64.86453951536669,0,40.60834900534642,0
3.442141285965063,54.60334930412377,8,50.46442652082795,1
8.458637582367365,79.95222935751907,4,66.41070886388356,1
4.210779940242304,81.18243891451331,0,45.815375792299335,0
3.5284105871864266,82.42524100593441,6,56.75369321283548,1
5.884264748424236,63.37010139287706,8,61.98314444995227,1
2.2683180247728636,50.75553421072375,0,26.090887165650948,0
8.219772826786357,98.25076847272359,9,83.01656777224323,1
1.6709557931179373,62.54465228455513,3,26.866606736159653,0
9.881982429404655,83.80131440262738,2,79.60438185760745,1
7.9502029236699165,85.33149349393548,4,69.70264758784215,1
2.7884411338075514,80.50037085397429,6,41.20818861734992,0
1.0496990541124216,65.64536971068242,7,33.383214688094625,0
8.339152856093508,63.554812688203285,1,57.93031261796818,1
7.361716094628554,79.88341413513515,6,76.64650720234202,1
7.561064512368886,93.30478168058457,0,66.69232712286212,1
7.941433120173512,97.33668644616978,6,76.550160543932,1
1.6664018656068134,55.29529022018788,7,35.98176686923463,0
4.226191556898454,57.74143062988599,1,47.013809053994194,0
2.0428215357261674,97.23681293915399,8,60.065663736361785,1
8.767930832880342,86.82676141673963,0,64.29738044951445,1
6.609683141448022,94.14969124148865,5,77.11095237781834,1
3.9780822236738427,60.13163170676716,0,37.526756588150306,0
1.5720251525742128,79.3792935554701,2,39.67197195979331,0
3.79884089544096,85.05697972087368,5,53.69475861845937,1
3.9266498982407234,84.00559427234863,2,54.76407376661908,1
7.566455605042576,70.4075845433349,7,67.15645033051436,1
6.738017242196918,50.76974458456542,4,55.64375742944664,1
8.98491468318694,79.14630284021315,1,76.75076315749423,1
5.249934326457543,62.65507695898044,3,39.083153978995526,0
2.0763482134447155,72.51271230714451,8,47.905247738744606,0
7.419203085006955,97.87905075419087,3,70.4919990519261,1
7.847065437552077,69.95176588212173,9,81.64416310511562,1
6.051494778125466,91.99008033322133,9,81.2040651676486,1
7.938704619591049,59.42703028746256,7,75.17305128072883,1
5.444160367279517,83.62302490125144,4,61.51271057375925,1
5.704595464437946,98.85034772194717,9,76.38090437925068,1
4.847869165226946,55.09465504364684,0,39.05418923182929,0
1.2287721406968566,50.4159971113596,6,34.318522944515315,0
1.97102284293974,71.67913963163072,2,42.657130252115465,0
1.2828626711806081,54.63127415256836,9,36.65113411028584,0
6.727693701374023,87.41921748381156,7,71.85382637639322,1
3.82920382968694,95.72743319242795,2,51.48669924332905,1
5.577136220482325,71.70104863543794,0,54.400659089021346,1
9.168098265334837,62.93558210777205,4,73.83767765676683,1
3.2436300623398746,71.72016595033048,1,44.65160957452447,0
4.693446307320667,86.17239089250005,3,60.489498756871356,1
7.799960246887438,50.45270807901855,0,57.09579778724266,1
3.059183489424602,79.47269947423486,8,49.8177592065657,0
1.6928191884591368,80.66458424436895,5,50.96894077508995,1
3.6077630762239123,81.88441234479677,7,63.6660424400221,1
2.4509915852860398,62.10110399904386,3,37.20298937865504,0
9.367278871083158,85.70263616890634,8,81.63833399366992,1
8.273083416079754,54.56957431658882,1,51.93379858600363,1
6.700633808593811,59.96351682334004,8,68.76380222273963,1
8.84314531168946,93.87350233272409,4,76.8690250476106,1
8.23304869209203,86.93615753632832,5,68.66014505455675,1
2.6791305299743224,50.687277700567265,2,24.70500746322678,0
9.0330309864098,62.41881301849001,3,67.54088597094596,1
5.854080177240856,60.720324149658225,5,58.46114600015664,1
8.266961396476564,63.54031640184863,6,79.42546715801653,1
9.06482169931144,62.377988513994325,0,66.4586089224897,1
3.8620312747467747,53.126314787142285,6,45.34102815751949,0
1.9904673207490908,72.94702582984101,0,33.73619214106176,0
3.051416462877475,86.63667373930826,4,50.700922364123144,1
4.843970097636307,80.33658623587182,5,62.01855239492278,1
8.362132893302437,83.643583429904,1,68.70402892756407,1
8.74657524930709,54.05745892681196,9,83.1311026796396,1
1.0625691747807164,97.57453550883936,8,54.70746552769281,1
5.596725723198092,91.92459169215124,9,73.97450614182867,1
4.7566990283390105,90.25451592478314,5,60.26372813780047,1
2.9989702942365724,91.14919025208837,6,58.938350941761506,1
2.0787883060031453,96.63552540663807,9,53.817227561471945,1
4.038536542632651,77.21269830568488,7,49.82342805915175,0
9.486187335212673,60.0141008933813,9,75.87367698565778,1
3.908826388186797,80.83918039262706,0,39.81401368327456,0
5.669115595690295,87.14407468339695,7,71.7870618773568,1
7.3271706300566,86.89586966770128,3,66.59061977754408,1
4.272666421413646,76.072451208344,9,63.20764748362757,1
9.746038744488645,53.42293596667891,7,76.28059415804155,1
9.662025654479,68.5556469215064,5,76.4400355189271,1
3.2660406624282774,96.03833042316786,8,56.014384066535975,1
5.475236553031469,79.2224454878713,3,56.68343828444029,1
3.707904788350927,76.91659716278568,1,42.73868441169555,0
3.5635644493972087,63.44267571910967,1,40.913950078628055,0
1.3319825261907952,68.42244599582895,4,36.62513446476125,0
6.486079005819072,94.76730445765847,9,77.87484946160083,1
5.524111209059753,83.3231523763418,8,61.087057532900424,1
1.463308761249904,89.36935133761665,2,43.480246545425906,0
3.507818178129503,72.71727115338275,7,52.92905054147222,1
9.174392973699883,81.5123609728079,3,76.72388660981126,1
3.1560570160027517,62.41918043716038,5,52.508514540217156,1
2.304053848821008,85.27304151417431,9,59.643292331337086,1
5.405074842498067,71.38006668516687,5,60.671640212124046,1
9.870854086995406,72.12727574073728,2,74.98092422034408,1
3.178497443603504,82.46611622884409,4,48.57409434249998,0
7.049219926652907,96.81403107344633,2,69.49088144390774,1
7.854576537958458,53.20031733043105,0,57.26751151820476,1
3.1387378959315972,91.23716186735038,6,63.62184681878378,1
7.553947137506736,64.61915552060965,3,75.52181275753063,1
4.3100481944732785,72.1959727253189,6,56.66033681697981,1
6.690752475342215,51.09566643875045,2,42.01608194811804,0
6.7017673968480524,65.05230389171565,4,56.26580578529636,1
5.821972156672826,75.13156213150653,4,68.70681383217493,1
1.8126079304896747,52.80880386737195,1,30.498943953938692,0
8.51772246030314,74.55478646915826,9,85.08528067848816,1
3.8870205847456223,96.35553144292138,1,49.507572799580714,0
2.678666593598688,55.26966090539026,3,30.029120943480596,0
1.3669762739928752,88.22203640377522,3,47.690441064824455,0
6.318036488694176,70.48355266879963,3,54.61919698674032,1
7.098079256580542,82.7586857262169,5,73.96456108345917,1
1.1492904603507053,63.01182989926147,1,20.146492422761252,0
5.608837524693529,57.97461312706791,5,54.35982813744663,1
3.0384619767814414,58.02313071356132,6,49.564034750240424,0
6.806555113685048,53.52459728215723,9,66.84168389073844,1
2.569297861044923,59.28233524506215,2,32.78894050191312,0
7.218439642922194,83.21096924944841,7,75.1086703311889,1
4.480618116704837,94.08453059217541,1,45.94843529900217,0
9.43056989863061,90.70628427955809,7,80.7440002417904,1
2.2376884973139393,84.25671549372422,4,48.0366395481566,0
4.069597159452327,55.521593170555136,1,36.89341412033918,0
2.021261691165302,64.45937231479749,6,44.976543953173035,0
9.322242564507064,65.49034376612344,1,73.8492310381259,1
8.896054180428829,62.49784731988106,5,79.22283814308578,1
3.3214746494364005,75.75028298548615,9,49.22741671994615,0
6.939856414307611,76.77769074398363,2,58.243442853463655,1
8.354999801810942,67.84429875855551,8,80.81621517184038,1
5.996807304395161,67.6894579368218,2,57.05588226254061,1
5.766855205204059,91.42777989530407,2,71.50979791559297,1
3.1766706181040654,89.46464241598429,4,46.1846781491502,0
1.837924910253093,65.38979158403728,6,46.64740403374714,0
9.074941821579941,95.68942219366296,7,89.94290881619129,1
9.103762514469974,97.6407508501253,6,78.60985849407011,1
6.697913115459412,66.33712710150203,8,66.65162752411469,1
4.051268119438307,67.72124743965274,4,49.88535489070398,0
4.142886171513948,75.28170767109793,9,52.77710961741779,1
7.533601109832154,97.05604062668368,2,60.41528771230763,1
9.073992339573193,93.81597165711557,5,74.70854030181742,1
8.983777818386056,55.12839812917949,4,70.75307680610581,1
