cpu_usage,memory_usage,disk_io,latency,failure
37.454011884736246,57.19958782835928,63.69615025735597,87.48453912536448,0
95.07143064099162,80.54323292999864,58.12283324510086,104.59848690835875,0
73.1993941811405,76.01609297901591,5.032702570786805,115.5559526175543,0
59.86584841970366,15.389990469377368,127.92060180809035,85.35400900525823,0
15.601864044243651,14.92494697414739,42.02116745562906,115.6271623961303,0
15.599452033620265,26.817436774491334,22.606261910020944,101.04745537455138,0
5.8083612168199465,36.10747263410372,70.63984013970563,120.90920480964505,0
86.61761457749351,40.84555814084826,14.877561195714273,95.97160199846053,0
60.11150117432088,67.96972168333453,59.12848094443427,107.62489310324197,0
70.80725777960456,5.66804321658354,2.026060715679061,99.1878753664294,0
2.0584494295802447,3.4672704226066386,91.44442630510807,98.07575475918843,0
96.99098521619943,39.191056294390904,29.725839304257452,105.1786085645138,0
83.24426408004217,69.71636921379805,50.62534181943613,110.73614938449808,0
21.233911067827616,19.343534295648258,12.502478415255554,75.0087017615199,0
18.182496720710063,64.15044812562518,56.51655971843924,128.67267217635757,0
18.34045098534338,25.982813794029948,73.97320236732034,62.806739189004034,0
30.42422429595377,88.60861088135164,32.047967073859446,86.30375780522208,0
52.475643163223786,89.56899442666165,48.081003364410016,98.11461858470199,0
43.194501864211574,29.72872042813265,30.4702668173313,108.24711938171896,0
29.122914019804192,22.99937539632405,112.25892653570044,131.52345055482758,0
61.18528947223795,41.13039720662313,34.444729832738915,62.83417023549785,0
13.949386065204184,24.05315851801487,92.19751379574997,89.84611743220579,0
29.214464853521815,67.23838432917036,80.81105790325789,57.46333024401469,0
36.63618432936917,82.60646845482856,26.424436887307056,100.63243947820496,0
45.606998421703594,67.3092130911217,13.073724992009117,105.43367169000061,0
78.51759613930136,82.43504472493495,26.050711974117824,131.81591484342505,0
19.967378215835975,39.69921622074742,87.49750234202317,102.41269521786909,0
51.42344384136116,15.631697070886085,12.914742616667565,120.88050258884759,0
59.24145688620425,73.79509473975922,37.16272690745704,111.67674163078118,0
4.645041271999773,36.047450514155386,82.01979725700103,91.29503605989663,0
60.75448519014384,67.12708252291326,21.80736200608797,71.82078506415921,0
17.052412368729154,27.064394198176565,51.39040211595744,105.50004596583622,0
6.505159298527952,8.122963480667266,14.093720086588949,70.15795965709273,0
94.88855372533332,99.25817954877634,5.786226593451504,125.90414145339288,1
96.56320330745594,15.620150793059928,79.08730110711855,96.75875795926352,0
80.83973481164611,98.8420993963481,5.210759889723601,123.90354823022832,0
30.46137691733707,97.72799325664472,15.830242978489665,90.39571131735201,0
9.767211400638388,79.38181039080396,96.5888227953292,105.37701572801984,0
68.42330265121569,65.94229620819976,21.26828747189617,104.18697714669378,0
44.01524937396013,57.78070502510847,180.67997183712342,99.09911763978153,0
12.203823484477883,86.61015453778347,194.94135965414327,91.34680973206815,0
49.51769101112702,28.943952161948793,15.617595662731285,107.8491203694104,0
3.4388521115218396,46.7681212484877,2.0920747772582007,81.47673473033583,0
90.9320402078782,61.93899693665019,61.04972341928541,75.81129342081883,0
25.87799816000169,41.11904758694911,29.981612621741387,124.85653786653656,0
66.2522284353982,42.7486454090268,5.309867950099082,114.54335977784201,0
31.171107608941096,33.02846675020844,61.46843144767957,101.3178321720448,0
52.00680211778108,56.4231816684536,1.5835594071890102,133.30284765087563,0
54.67102793432797,85.0574528015116,102.0867489029543,94.6446896255031,0
18.485445552552704,20.152837800631286,7.462864465715478,126.45406439977958,0
96.95846277645586,93.44330387534414,6.808851819741167,103.51148169851643,0
77.51328233611146,68.90876537482296,9.659356574647306,79.5049849984722,0
93.9498941564189,82.32732126800302,161.27785284884624,136.96080383541698,1
89.48273504276489,55.619069263001165,59.07296728405438,119.8142169324817,0
59.78999788110851,77.95167014240634,80.8159605838844,97.57957937980872,0
92.18742350231169,1.620039733946721,25.344584071430386,114.54342519067899,0
8.84925020519195,81.83804247795352,20.49721078037022,91.92593132004187,0
19.59828624191452,4.013885908536652,13.360258579604439,116.58298070119083,0
4.522728891053807,88.99133763628625,32.75867264315258,52.178428694320814,0
32.53303307632643,99.19627472386433,40.12899142017238,79.60397332610813,0
38.8677289689482,29.40674621767778,49.953034500479085,119.58519488573926,0
27.134903177389592,21.031855628579365,14.860937046330228,95.00688923562161,0
82.87375091519293,76.53633638580408,148.45849090365854,104.15084589777484,0
