amount,time_gap,device_risk,is_fraud
93.85361799537182,5.002740220250082,0,0
602.0242861835042,6.413817504585445,0,0
263.34913870908986,19.279049719064467,0,0
182.58851075519064,4.155220895290387,0,0
33.924974092469256,20.37529720593822,0,0
33.919258382921036,0.9226270215932828,1,0
11.967753721736136,14.996800467460467,0,0
402.2461728959879,18.809030796253467,0,0
183.8164307254529,2.0067004893021863,0,0
246.25001234091806,5.627270545611838,0,0
4.159861599827725,1.809222658547063,1,0
700.7114950316624,12.262324862905412,0,0
357.285908670935,7.664660415073957,1,0
47.7375250497894,10.087441994171233,0,0
40.13579774993267,2.187618735953728,0,0
40.52228456645141,2.379347310336946,0,0
72.55074589209542,0.423829262133264,0,0
148.7855661721709,3.8870760543632024,0,0
113.10741335606733,8.204004052368134,0,0
68.8445985107883,19.514699742606403,0,0
189.27417477995974,10.993949372336555,0,0
30.046905745467733,5.716312513167016,0,0
69.10310240048045,30.601665738643476,1,0
91.2554436441694,12.702735904993084,0,0
121.78693757195501,26.616228671122755,0,0
307.5872022061824,7.499037362026554,0,0
44.547172425738054,2.996254782146343,1,0
144.40583100662553,0.5427318919853095,1,0
179.5009442619521,12.949368975022342,0,0
9.51276995128171,1.293151483508853,0,0
187.066604129922,3.606472922375769,0,0
37.39225039548329,7.602937030641939,1,0
13.452786175860847,8.310689689508559,1,0
594.7375587013862,9.177497882472496,1,0
674.1260684922345,1.8182807499576956,0,0
330.46631456257535,4.776123500007623,0,0
72.65757199375166,9.602275388403696,1,0
20.55546300050125,35.00538206528463,0,0
230.55015261973236,13.005980199765297,0,0
116.01816851707967,25.588170408302258,0,0
26.030446790889727,14.363760038083516,1,0
136.70944562683002,8.957946413840688,0,0
6.998744288695817,2.1322214307774274,0,0
480.08457747860473,10.98669245967685,0,0
59.89155536813722,9.76517404963692,0,0
217.25115971299607,9.224827892971913,0,0
74.70931633152473,6.729247746933954,0,0
146.8221791818457,7.521683720353625,0,0
158.2447595963595,4.071302844221822,0,0
40.87771990158115,7.325383089290653,1,0
698.5614265472453,2.2009309080150055,1,1
298.44907542762815,16.356504660217094,0,0
561.0188838583165,2.0552093908722244,1,1
450.4303995068393,0.8879437273439632,0,0
182.210882476655,5.731373395996819,0,0
509.887075853881,10.738438921378872,0,0
18.531091790623126,5.757496857634068,0,0
43.62693892625349,3.2400604817547656,0,0
9.256393137366391,8.16832765791855,0,0
78.70641736061737,4.261817261473234,0,0
98.42605835884372,27.01089832665207,0,0
63.31208864176514,25.593518675257073,0,0
352.91157304818677,6.979021072718165,0,0
88.24539990597403,3.9732432540845726,0,0
65.96056802684984,13.361048487108292,0,0
156.4814166415492,0.3740382591535727,0,0
30.37962956412577,6.439171246687819,0,0
324.09671915494624,4.0996028771175075,0,0
15.495173762261802,25.324497441644933,0,0
866.8292679174639,0.12075645280140085,1,1
295.89675524830227,8.047826218231986,1,0
44.30788810117719,13.496291453419673,1,0
1.107484075187095,6.636233061595189,0,0
337.9793554972252,0.8927178086526871,0,0
245.41918147740893,35.92166260009256,1,0
261.1325817575998,7.298328070248495,0,0
295.0429052087027,9.524005241928169,0,0
15.38585310275927,2.6998595340795934,0,0
88.7785344832465,6.606762829884718,0,0
24.63002092088993,5.606279108861615,1,0
397.7059143316445,0.7784894456788227,0,0
195.26023834247482,1.1222888628088814,0,0
80.3637602502602,18.169081814715252,0,0
13.133613160956578,2.741999687679879,0,0
74.49767008207074,2.1686116625938237,0,0
