call_duration,data_usage,recharge_freq,engagement_score
,14.102977948602398,11.0,
151.85792324723127,3.499888675675197,2.0,8.27427240015933
110.93415461380704,2.6161066540197493,2.0,6.2838088461601815
99.9182016677951,2.18150697762731,2.0,5.669330857762729
320.57659927840854,,6.0,18.77452568321909
266.83745556880865,5.558859791436291,9.0,16.49704213932686
258.9627745891503,7.743175706920583,9.0,17.055781266334243
120.68563999760372,2.1920903806326493,3.0,6.9042617521572085
327.5082167486967,16.539802299340067,12.0,24.5162495896839
414.9885062666822,8.41519652257144,8.0,23.165618859695865
435.4880245394876,15.77964838274527,12.0,28.531380334677614
273.2602327079706,5.606679061572956,7.0,15.973080932948008
452.082576215471,19.649803215052618,11.0,30.34322433463989
537.5698018345672,13.971856450419692,13.0,
524.1962271566034,15.986253328979053,10.0,31.362350417855758
116.1265798038255,18.749386994627443,9.0,
488.4351717611759,11.493965887141403,13.0,29.3349932253036
314.0944737641857,9.90402218769339,5.0,18.52538782564478
108.32147679015806,2.050842569136156,2.0,5.953196099260785
146.20761915427676,-0.14585675984994184,1.0,6.1899620622310945
,20.080267093219653,6.0,18.346673992276585
,2.6457327887232474,1.0,4.341452376623778
384.90064225776973,13.738064031703923,8.0,24.091251302992358
290.06940888946724,6.134816686877838,8.0,17.256703030329824
185.29971110763853,24.145693422926342,8.0,20.27026581347608
352.1478009632573,17.255799098060322,12.0,25.788231677754425
,8.141944831279492,5.0,18.231015116098526
517.1368281189971,14.89586469088427,13.0,31.843819001113594
33.107758809581085,1.8559507017254802,1.0,2.4666906330734357
593.1280119116199,10.348009706801601,8.0,31.064324359185434
646.5648768921554,10.609455155603644,10.0,34.10637713792768
163.773162432681,2.023751481997747,2.0,8.160427090106339
197.6064213389496,7.13339318619488,9.0,14.357614128035937
476.58630430508197,14.340984336487464,11.0,29.199845906798267
235.2850486887711,7.595084948336898,7.0,15.249435926885605
58.542568009800476,12.098740316282365,,10.781198846904966
166.06455994219567,24.115524878725033,11.0,20.68879234917784
,-0.17488250265309713,3.0,8.499416928150005
511.0922589709866,10.753887773848756,11.0,29.14524546837897
652.3029856408025,15.275282329606506,10.0,36.202232357474706
383.64569346770537,5.39961431681312,6.0,19.905673465433463
359.2272654358191,5.410115051040281,8.0,19.733136637848876
367.1813951101569,,14.0,29.24314633938862
112.93334560051085,2.076048039896385,2.0,6.147753039978989
496.41739608900485,11.038630160747172,11.0,28.672147907859063
89.87719658227594,26.505262165811498,9.0,17.797192729615638
635.6240028570824,15.682379803812388,11.0,36.09791203580825
223.2793522858577,10.561081523354927,,15.955606700776281
375.6305352070054,7.982365907508385,4.0,19.818167771283573
409.07483927613634,9.898285975561997,7.0,23.122307961270256
310.2840800056865,,4.0,16.885030918010425
296.8291086368305,,4.0,17.374568065435078
140.37778158027146,1.5113599146119197,1.0,6.619655229055627
216.37974628970656,15.625966431276492,7.0,17.705576424098858
41.509148391449536,2.5610330674710604,1.0,3.084779162646406
113.88187926621691,20.825971900602884,6.0,15.28566393088983
166.78544098720255,16.617934897579808,9.0,16.918591598520027
357.52518137865434,15.015340369927383,11.0,24.70714340311713
380.37933759193294,17.440551652109008,8.0,25.39139416452092
477.4223699513464,15.888360831193728,12.0,30.252239130531354
469.07876241487855,11.813088858821686,11.0,27.888386040123816
461.49177195836836,12.028391024607934,13.0,
67.68502503496256,0.1806995504700708,1.0,3.179680821586531
469.8896304410711,18.42846844354506,13.0,31.366972595060872
146.85362601575892,1.9648030615375165,3.0,7.860066265245363
453.05256140650476,13.445189345179058,13.0,28.70017819433182
32.46390235292468,0.7815103587134145,1.0,2.011160237602353
179.93852854342606,8.724027823884942,7.0,13.48715227129102
476.5846625276664,9.037293256197321,8.0,25.878303803585585
68.13822339620613,0.8396749747306942,2.0,3.861398925740523
453.4270246429743,17.746206353106224,,28.43556352696146
167.10442521529575,3.597112722520811,3.0,9.323022097620155
362.1639835922886,,9.0,19.690590086445425
205.980728423301,18.64898340661231,8.0,18.898822499576966
358.76962986647084,13.823675540603528,13.0,25.080255410900246
536.1636025047634,15.553901575596912,13.0,32.8681047304293
453.93612290402126,12.271837635615784,13.0,28.266179970407165
241.54068774162772,10.715761576199977,8.0,17.147932140145098
486.1735698828815,15.261141204714514,8.0,28.751399277201063
43.78540869948648,24.82961003979795,10.0,15.68326036389864
161.62571058681254,2.352959975538902,2.0,8.206212413688062
377.9156350028978,9.243686354102875,10.0,22.81409994175706
79.82225215765445,2.9146055155940847,,5.158732292543812
56.57090314761503,1.2289134594955602,2.0,3.554401509702825
410.56036833375543,6.7697326444573385,9.0,22.730307791133153
506.7528204687924,15.783165816539668,8.0,29.783379145367565
498.6502775262066,15.523733438495517,8.0,29.35550447644647
,1.9583739657130759,1.0,3.8702916833475953
656.4643655814007,16.565824696850694,8.0,36.084904501996306
447.4731006656426,6.95362381282578,5.0,22.68037355175602
225.91627046308176,10.646527614302473,4.0,14.895261864244258
605.7122226218916,19.2083829328083,10.0,35.91184207799898
171.02181542603813,6.6017068438161655,7.0,12.281555354567992
308.6719755342202,13.410719388698883,8.0,20.911166776848365
307.39830972408777,8.117017804613688,4.0,17.142739510808987
330.18370123683275,11.540863033133437,4.0,19.423693262726687
141.08691569957705,15.575920290410075,8.0,15.073844744147113
196.29828895808018,17.998135634162235,9.0,
443.77124707590275,15.29123264804412,9.0,27.467342942253758
162.45020910954815,25.174604635402993,11.0,20.967850218543123
317.0266454093431,24.462054099076056,7.0,25.265887456004144
447.4972638201477,9.22768268295085,4.0,23.19096362598625
186.38738137171296,0.8519450938442588,3.0,8.996273292406222
372.40975679652473,12.222635283232503,6.0,22.18544438515399
66.44880444246522,3.9734608916025578,3.0,5.447336534339632
394.22890710441,15.772651172168294,8.0,25.27821675304372
123.13621568205593,2.220074328803621,2.0,6.613478358803687
181.94299931869764,0.7197088717647442,3.0,8.765603521453803
251.68765020123772,9.373697025531943,5.0,15.816984818262284
155.36363514873898,22.019102793396527,10.0,19.02218652330817
125.55239174188408,21.43470630612149,8.0,16.79597819212396
181.69899657782258,22.717415764818888,11.0,
160.18375706342243,17.563024880394263,10.0,17.432560234694602
561.1676288840868,15.298954095262923,11.0,32.96628679346864
53.339663402686725,20.47810222944696,7.0,13.124827427886254
533.1263431403564,16.420777291905544,12.0,32.69336464237648
140.64282321190495,2.5129412507914957,1.0,7.030889428792797
171.80917340388828,3.0736820120987525,1.0,8.501839740995033
492.7989878419666,18.921428262847286,13.0,32.48053081881758
273.2146202084213,11.105719551678652,4.0,16.970872629008316
78.69838307177902,1.2247682063323124,2.0,4.437842605404086
581.2525822394198,11.307407050698135,11.0,32.173066109856045
325.4213625949695,9.334112206939583,6.0,19.150499386574616
385.29588352781906,4.205246035022684,8.0,20.293933755121834
657.9212815507392,16.07133771453524,13.0,37.945386347843666
323.69598446372663,16.76057128140081,9.0,23.25206789110939
238.2544737794596,7.106452976420185,7.0,
81.65149628460705,18.804106669849155,,13.587702519323944
95.42169696750813,,,5.943122269372821
441.0349977842583,8.80995101754105,8.0,24.36538031838675
491.122876591397,9.861868167948158,9.0,27.18966233083514
,2.576174599471101,2.0,6.063291800029956
554.2560043585964,12.574519191320437,10.0,31.200047850872032
84.59110233626065,2.8660705160427984,1.0,4.930072299867545
249.71442020194348,11.824635279679942,9.0,18.318430919949716
300.58450981925057,9.769980934373331,8.0,19.131372766519355
129.6871087920606,2.866849063342143,1.0,6.734223977019281
576.7434729152909,19.433682134224547,11.0,35.24321177030146
335.3659213493385,7.4579190754229145,8.0,19.597804484142706
264.4401004624654,10.130454165093836,8.0,
71.53369347256111,2.056558949589168,1.0,4.083971318738112
116.79743714270803,1.620942353817679,,6.120274427235393
257.2269806519949,9.103474020930149,6.0,16.330468834451857
106.59965505292597,22.54689058168053,,16.48274243478925
263.80302141242646,7.789762990507173,8.0,16.86802605269993
32.37747225450015,2.9686284846273447,2.0,3.282550284030944
531.4247332595273,12.893840718367944,9.0,30.01452561772827
409.1975924478789,14.017013560206696,9.0,25.574709121997834
193.85345870912823,9.607626102752517,9.0,15.197188789466136
470.8306250206723,14.516142865001973,11.0,29.03968214682768
60.08823909842335,3.212156433225102,1.0,4.0883921372269745
176.35506299462384,3.6737481593913826,2.0,9.323701783541507
685.2278184508938,20.65855770363159,10.0,39.67253581948839
481.4341023336183,12.650240122991288,10.0,28.31746014254125
198.33025544991682,8.02429301814645,8.0,14.342927425255255
114.32903683654504,18.262366331135226,7.0,14.678108005915893
,2.9018634370178873,2.0,6.059890833405964
536.1395605508415,17.34546861533193,13.0,33.58376986816643
-30.439400484218794,1.747080695893005,3.0,0.6812562589884504
88.04225585794231,20.41027435576399,6.0,14.085799976623289
94.60075178234707,1.247553299673131,3.0,5.483051391163135
350.4059950880806,12.695993856900646,4.0,20.694637346283486
228.55037810966215,10.32387463549355,7.0,16.071564978583908
281.00864310346645,,9.0,18.203403906160634
379.05620884032896,6.755525670187442,7.0,20.664458621688134
356.80873922911627,7.068670457490907,7.0,19.899817752161017
272.6286629915695,11.086135303718168,8.0,18.53960064115005
534.3618289568461,10.794446811623157,10.0,29.69225188292311
156.92027960156028,6.579744084145032,8.0,12.108708817720425
47.95749233600519,0.1161165107661064,2.0,2.76474629774665
124.72046436249144,0.9404208537833512,3.0,6.564986916012998
298.44462872803615,,4.0,17.435818422265832
56.394811729822045,2.122505498339519,2.0,3.9047946685286896
-14.4572906675821,8.848350461870556,11.0,7.361048558044939
83.83136004983992,2.1280410685584608,1.0,4.6044708294169805
,9.819476349919634,7.0,19.46684245339228
142.80894483806406,27.548856562298116,6.0,19.13190041844181
69.96976593752075,3.718599374013686,1.0,4.6862303871063045
207.7947702671988,10.905100494924742,7.0,15.47383100865785
296.03088470414497,26.236635276158623,7.0,25.13588949862925
301.2114622607891,9.707949422135712,8.0,19.13163825928585
398.71688796655764,17.90593497159867,13.0,28.311049507301778
304.1088687583708,9.294325393574088,7.0,18.68208490776447
16.994128972183333,1.5186616507202748,2.0,2.0872298191754433
432.90413844865236,10.409845843557148,8.0,24.680103875368957
383.84157951959617,6.773810634183244,8.0,21.263187434457144
304.03298761202245,15.18069062982308,13.0,23.43359575641013
238.02548959102558,15.890954019699558,12.0,20.677401191520847
106.55989220374207,18.407607446748305,10.0,15.625438666849007
445.5617275474817,14.29623859987456,8.0,26.74096454184909
110.15567739732532,1.6417907995092207,2.0,5.862943415696701
582.2544912103189,14.776662252701499,11.0,33.60084454949335
107.1025045958784,0.23587310069991796,,5.178449424115103
63.128526676160874,1.8964239000983765,3.0,4.483710627085786
306.4158970032652,,4.0,16.521273697585638
,1.1287531188850708,3.0,8.87265817400063
75.78121540153482,1.4712760145002957,3.0,4.819759021861511
131.59701604069096,15.782275188772648,8.0,14.776790717136697
432.30779996940413,13.301106811191683,8.0,25.81275472325284
69.21070776161443,2.043702668084274,1.0,3.985909377698287
104.29590505633084,,11.0,18.467070077576054
432.1080789183592,7.381814981606157,4.0,21.83704914937683
13.484234478791109,4.03214252595922,3.0,3.352226389535333
328.5843633549307,4.424656776136436,7.0,17.713237244651804
603.099952249595,13.489573037651402,14.0,35.11982730504436
244.8080457045121,15.91499280369553,11.0,20.558318949658698
389.36650259939717,14.033815451382972,8.0,24.388186284529077
179.28264476272497,14.543047813532649,11.0,17.38852491592206
416.07824767773616,15.205688924418082,12.0,27.52540547687668
111.26176764028018,0.6983966742580001,1.0,5.129829375314407
25.36993177921535,1.3977437971178237,1.0,1.9738947900157435
313.2018238487471,9.162628268071447,8.0,19.393124261178464
384.5938807089901,8.121793214234321,9.0,22.232472514053335
449.76045443778435,9.118218405229054,6.0,24.037705539602996
369.7531191049914,7.027134467895279,6.0,20.00097855135777
428.0155791605291,17.373095841129143,,28.069861502872822
549.6714153011233,17.465707513125672,13.0,34.173139617295206
92.835837064146,2.3601690021355153,3.0,5.857501083420047
453.65823071875377,13.49472886924639,13.0,28.744220776448707
118.04518186677572,18.404714894668285,9.0,15.683693232538342
573.8466579995411,15.904642027000838,13.0,34.51572313078198
519.6861235869123,14.422917105656632,13.0,31.756611785739146
160.64075368413427,2.471036831418021,3.0,8.61404487993258
,12.593168192335144,12.0,27.434712517258838
,21.571366877429938,12.0,34.72488262855116
274.5722474791533,9.541356659046222,6.0,17.199432562784622
343.9661076050134,8.523246111944932,9.0,
439.8293387770603,16.212152570443614,14.0,29.67803457925986
369.79577261283623,8.252189655648058,6.0,20.492706766772674
318.5836926541124,7.28902271816728,9.0,19.25895679343141
366.30127820839,7.5215504042604895,8.0,20.860671290039797
653.8036566465969,11.289147867365754,10.0,34.66780541281018
520.8863595004756,14.92045837365235,10.0,30.803637729479966
424.8304112906303,7.120964249051445,4.0,21.441602151245792
166.46941127275744,4.415909799729571,,
600.3532897892024,10.177550296316317,12.0,32.885151710094625
301.91454515726696,7.783004222872973,9.0,18.78978349543987
195.61506567812162,,7.0,19.76247597606415
67.2457358087961,2.12743440666809,3.0,4.7408031950190805
84.51284482586973,1.0919459564295622,3.0,5.017292175606615
597.5545127122359,12.24172729729859,10.0,32.798871427408876
156.82376761277882,22.01017240023461,10.0,19.077019664604997
231.52568657365055,,4.0,13.557266777133933
122.48284338342006,25.25796520335833,8.0,18.202499816680138
272.5992293809383,8.959467241630614,,
163.69966952944094,1.7732505727017742,3.0,8.457287010258346
61.045988537606235,1.0998843419260866,2.0,3.6817932782746845
406.4705062377668,7.070940502710064,5.0,21.0871964505947
401.31254842983,3.819964502739441,5.0,
247.17672932623867,21.80389212336714,9.0,22.208626022396405
95.86320161411707,7.711417992962396,17.0,82.52861082328968
779.3317029024124,23.63705964876795,12.0,27.970353847147923
16.021084740659575,25.940585761006208,1.0,94.23870191022331
589.7441800057945,18.25459237979374,8.0,87.33366617238478
614.8798438308067,15.205152954614478,1.0,16.176421135210962
194.9253728510933,4.779120618569409,8.0,78.62759567570944
537.2467548904299,1.893270992374505,0.0,57.458738231776664
74.34331550351195,3.5294708542067585,10.0,56.65753621714186
