marks,attendance,engagement_score,performance_index
84.63994939209833,96.53571377141213,,87.1987335271202
71.90127447955128,91.48492336616593,81.69647693947397,79.7354096375202
79.24503211288848,87.89677338617321,85.09101324314535,83.00975072092527
55.82400189339675,83.79021481589751,73.4175597577716,67.73257734302194
,83.80525976566796,94.35562351715846,68.71380060116174
47.23884024279131,66.37260277883692,39.14581564418399,51.360364083883525
89.8777256356118,,111.96912043458305,92.9535505533718
35.77834675822375,66.89847544321637,55.73513838755334,49.105743689587456
92.32824384460777,82.68242525933941,78.77339899262134,86.72352929862997
87.48357076505616,94.10951252187611,86.75344995242114,89.32532912957514
43.93760215228531,,91.88650246522425,64.94012378911378
78.86837804430635,67.82196502811335,59.32379570617405,71.645537671822
86.62041984697397,100.95227812904989,87.50451152243798,91.09679566668954
46.34761597108484,83.07722227885087,,65.24713029973289
83.87111849756732,91.48060138532288,79.28932800524193,85.23760526542891
48.949194037725576,81.7408194609892,,67.17870911221804
80.08891302346281,76.8563994988611,90.60747924881987,81.22287221115371
55.28210841577383,84.74880945275432,100.37700399322719,73.14109784235865
81.99146693885301,92.02025428407269,89.37967143435505,86.47774404151933
43.621970323218605,85.23699335658208,91.24110293150169,65.63030375488427
50.75599081911578,85.49666152714613,80.64604039487072,67.15620194667588
59.36441023832191,80.02676407411424,65.49934528520757,66.79010339843674
71.39341786901429,86.80284973559641,60.35076539419896,73.80771693402586
85.00760862527729,73.38245878052885,62.40867338446302,77.0002766236899
47.995053972921944,86.85572936685655,87.77853369961944,67.60995253644182
75.42243837400535,82.800957867342,75.14438834058748,77.58038421532278
40.7311893005258,57.34061841841877,14.461245936432395,40.46002936307501
70.0716314271371,69.2524462299805,79.71570950954356,71.75469148447142
75.96703334357356,85.44383045723464,64.23096344337597,76.46285849763237
84.30867849414408,90.43523534119086,87.42513746647883,86.76993734272506
61.06006168037844,80.11222377600724,84.95956844541298,71.55561166207399
43.419921014210104,42.132196005803394,46.12379133571708,43.57437757598949
81.10211771301746,72.6907308886389,67.30593165555442,75.81946445421129
52.25766623898692,72.55989482874033,42.25452642192816,56.34770685250119
86.87849009172837,88.28642741736616,95.17473854010122,88.96012097909427
82.35817968196768,,68.85460154747382,82.47173961212371
46.70203076538835,87.8853606359027,88.65062532353315,67.44674863817161
56.335385403342485,79.15477211392938,70.74094780419775,66.06231389668962
69.19684490973171,80.45562377035971,74.91919171506505,73.71894792898678
66.61036148993624,74.90202581722468,76.22849932347499,71.02148835483052
67.18499261815725,72.64177749936356,95.18769972128949,74.4225695031456
83.45393812074393,84.68848143136948,88.59650165638546,84.85281382105991
62.45578655449486,80.9783488409861,71.83342005738352,69.88808194101996
59.9133336003474,87.5045859381219,79.80937732411073,72.16991804643241
75.20164938060113,90.30115104970513,84.4901976114019,81.58920952749249
66.67538282187331,,52.868654709091224,
65.9349941395562,87.8529933429658,88.90449735595568,77.10429454385897
91.78120014285412,91.13729967302065,90.31278454345288,91.29434688202383
77.87625906893271,90.02556728321231,87.38806382371651,83.42341248417335
57.49000123634829,85.24042473330691,93.85432596943484,73.08799323205318
62.82928651065997,78.30345163420499,82.7767682189851,71.46103238938849
76.18479922318633,92.93428546900135,76.99920791518564,81.3725268353307
64.45235483097109,75.16803073306207,61.01585328651642,66.97975729270745
47.799686263198204,49.50870094676002,31.826213697865754,45.117696155200264
61.59792515060957,73.95885556505853,81.79440120721287,69.34549948626491
77.62265417877157,68.36803991262342,62.326524371119504,71.78704393739672
59.96044311489183,47.834593821140864,65.44684552435058,57.41996880865829
82.65262807032524,87.40864890863176,76.66087551958145,82.88108381166845
74.11822044539204,74.12991881234514,56.198985417851084,70.53788294996977
85.33764102343962,91.30527636089944,84.46028803410127,86.9524610268099
68.15974170801027,81.18370421728741,94.14702790591744,77.26438770037485
28.451433281342307,60.69497645258582,,41.852002023686026
79.01896687959665,94.06758608684835,89.55973875914059,85.64170701768096
69.5833225075674,68.39602242565991,58.75357908162131,67.06118379780594
83.8293152152541,88.90164056081244,79.99954007381542,84.58505779063387
66.91968859312111,70.94445459703095,81.79297184063826,71.10177504379749
88.69233289997705,91.50773671166806,81.87439533553085,88.1733665305951
59.948964941743924,63.415325268021405,87.55340842443204,66.50976173616479
61.69021525289393,67.38994705046372,20.806345498964475,
46.71806142064501,80.68004615160092,87.8372090609019,65.13048636798315
77.93848149332354,88.0394592343392,79.72384684949758,81.32584788686304
45.416976859289214,80.84524941794481,87.89507759589868,64.54107877420779
,76.6923996886552,87.923560430496,64.27027023029406
66.54899345738816,76.79273985448333,69.67305251905907,70.2469291888509
83.07458859791842,85.04731837434656,88.92549168457764,84.8365881481787
86.80697802754207,93.90911435888655,101.20260996671456,91.81674531477991
72.83487197672669,66.95186094800238,82.37816311973462,72.97862689671098
70.44996013366824,70.51855167842425,78.72320636720679,72.12518684380275
49.13434903223701,88.60039704874791,16.650562397141442,54.47740611017117
42.69065469791322,63.860405288103514,30.827232955120778,46.66889552641182
67.30280482196768,74.84787033677848,52.41260513576886,66.58828453917116
79.46832512996986,88.38969241897162,91.67801234445241,84.5866727595669
63.956599291476614,,95.71877021603464,75.26557875128861
29.96857046881894,59.239034104163956,40.3913657531625,40.834268616291155
81.77440122697438,91.29941397124212,85.57311897570426,85.39164860000068
84.4217585880588,84.15660981190234,86.49865620891143,84.75759347938238
46.292211819752275,51.596453415378456,56.54952823024782,49.93494758053924
37.09525544554688,68.69127788746444,44.61702653338089,48.078416395688954
50.57080555722254,85.24260813972414,91.97226071189148,69.25263736290681
53.97665926815387,88.19296229388686,91.69248203747208,71.7847147297374
33.74510952701623,41.84862843299352,45.987041715281066,38.624551636462385
71.30518020338599,81.60333079190424,88.76170839215887,77.88593101769604
59.612455704446134,76.86228781058419,91.17807279054283,71.1005287535069
75.94721467914717,75.78140878839065,69.10879960487212,
,18.89914651387776,14.347474110150618,33.39658056187343
54.10137560247336,82.11614334715834,96.00606961081972,70.88674472754812
81.6153899984702,87.16851135198614,92.58135870222694,85.47452014527633
56.627709086937784,78.94491900118771,,
90.28561113109458,97.0139715546805,86.0760757416187,91.46221218027517
70.71780106333111,86.3522841288992,91.44887428448206,79.55436062723173
76.29719912803276,78.9839863299636,73.66598246096848,76.57699195519916
63.12943944266434,73.29242278630522,76.45375949585147,68.84319845639403
,77.58174848270471,77.17542255795962,69.37725481050937
90.01766448946012,81.96258382719387,83.34226975281993,86.26606134345221
54.14375712036354,82.03803037880566,87.56196887963753,69.19568144975096
47.11419162931565,78.00716213090429,95.83891030829903,66.12702651558891
53.231705839619146,46.39511902762798,43.840446014708135,49.302477831039596
88.23844269050346,88.50496324767066,80.23982694895057,86.71867570934305
53.47729057533113,83.98477306978504,85.10618142108846,68.95531349281876
76.06028635919085,77.59333081990754,88.31458765854353,78.9710599572764
89.06262911197099,83.84567841783023,82.79311528751758,86.24364113883809
83.82923312638331,80.06215542699553,,83.34356465390846
65.43879756675928,79.37677904936031,64.74244978319238,69.48092245482621
50.75793905302047,81.74678715439086,91.68801331037601,68.24060833490269
42.14842943793942,84.66960100676341,93.16390933053142,65.10787688710502
83.54153125103362,89.19357144166996,104.04118416612732,89.33707389124326
42.878471502411585,81.68688120527077,91.63463686882082,64.27222748655119
32.10039100258946,60.664399523052374,64.98211666693865,47.24593869159818
74.63491472164733,74.85189491206089,49.607678222398995,
34.87895624739832,31.668082866620818,55.437334559884654,38.02736989566234
65.64110336125584,80.5211519336889,69.44452301103381,70.86580186294135
63.82024496475034,44.85968608879477,19.777218668414307,49.32347204269646
,78.21369377679153,52.96617560644845,70.04081479139977
44.45705133482188,31.233296354220457,28.66925601470016,37.33236577661711
65.79848185988844,81.86127698561616,76.8605145999844,72.82972694562595
68.54314424749907,71.79023622491331,73.84065448939307,70.57677388910214
18.031133570584284,54.89199533363177,,34.04346567881291
43.74213079900352,76.28405665135435,45.21372558042506,53.79902751099308
81.99680655040598,85.9886136538919,83.1474021673343,
81.40077895802645,93.95515973521523,87.69722165810185,86.42638173119816
69.45751979616827,39.30731325984253,39.435479463627274,54.408049768762346
78.14214626508472,63.740289804987555,67.51035851520926,71.69523177708048
67.65849134911336,75.77596771994175,65.30824347895295,69.6236846863298
86.57123666297637,86.48973453061323,98.27755087857763,88.88804886638769
86.20981135783018,91.64375554829843,93.11016905305183,89.22006615401497
79.71144535522049,91.28775195361382,88.3773069067023,84.91750964503484
55.61894646118095,87.64902088957642,92.39489912873196,72.5831593232098
73.2347243198429,77.48726052478403,83.68631557532349,76.60080343242136
48.657017341901245,82.56437308117651,87.94061516938767,66.68594362918111
37.26210800896427,50.20893937869419,,37.85244776060154
73.5349109528632,72.51786594725235,56.797667929793576,69.88234884656602
92.61514928204012,90.45880388267751,86.62577588012702,90.77037098184871
,71.23169355505341,70.67518481410109,70.96213704983757
76.37541083743484,,91.74363290471025,
28.075353702851807,60.82508096064853,42.93767882646522,40.87273690491351
50.39345407484256,88.75693561685894,88.24243257979346,69.47229423843766
86.04431797502377,89.86743062275391,88.31266337201481,87.64492084874102
27.212797510957213,52.971271411517826,8.771058881744167,31.251991955282783
58.55637858804951,33.40211136887494,18.873080554546604,43.07343881559656
77.60739004816287,93.75966516343387,86.21226648095828,84.17404786930325
32.55345296688583,49.638123693349954,66.32191272976547,44.432546137401
45.73317967188404,44.377687886756036,54.74036475918271,47.127969153805374
,88.77695612912878,87.95962313489224,70.8411330675842
59.31128034947727,81.01552372264761,87.44991800572626,71.45028089267818
84.85509337908843,81.33330155170349,70.05243699718183,80.83802455449164
65.14963283317542,75.19608139407154,76.69672548830039,70.47298593246924
61.26551772624605,68.42223683546855,62.51513463443446,63.66245684065048
71.51521012707383,85.2213191663074,64.00607354555977,74.1252155225411
63.76795812558066,50.888276510217324,49.0901492701846,56.968491869892446
92.69018283232984,83.81524644560959,71.92914365185777,85.87549408021935
68.23202294024787,70.4902035775682,73.32314011979592,69.92770056735358
68.93750433475091,87.26191130402063,86.28615545571292,77.90455664972423
92.89606407753696,91.78556285755873,98.06042157801329,93.59578521163876
81.42687912752145,76.94949769193529,85.51151975522524,80.90059282238636
64.99287403518022,79.88296212346772,91.89802933217672,74.84093152106577
75.43359877671101,87.3511989811648,79.25522377153803,79.77320383701255
84.93123362259387,68.38215245158142,85.02357052096028,79.98497665096342
74.43743315622608,73.25855037418224,71.50393786476208,73.49706926332013
53.007711683548976,75.9755894966774,78.94432345496057,65.08539738176982
54.498567221814625,,90.4329489373645,
72.49910840175534,68.81592172915627,56.95530499495147,68.28539171861485
82.18856235379513,90.4853877467402,87.88946648855548,85.81779079863072
87.71280021792982,85.95753198553406,89.59587526043681,87.56283475671249
,99.43092950605265,78.99989710508602,92.75995373410535
66.83955311112021,79.35146572671191,87.61171276617442,74.74755882680856
85.55461294854933,82.92314628974793,90.79028274325216,85.81230690984948
55.94191518470949,69.07332642491238,28.32542911896531,54.35804134362152
58.454200461549775,44.428387010063126,51.148961410340725,52.78540861586197
86.65631715701782,92.36796215317591,88.60533380414233,88.75961398529014
65.87444670139053,75.10073920625436,49.325578999601234,65.33256091249181
54.93621886946706,89.1784605603257,90.35783118609696,72.29321384005064
65.36749474662129,81.50807708800511,79.5042383818605,73.03701817608427
44.44415329089545,41.79711588139412,38.549303321944116,42.47107207425479
59.98901035427557,76.95973256886978,71.15674634292859,67.31377421638445
45.557249122886944,64.03517589721191,31.903604795359577,48.369898289678964
75.69003483187272,82.67416660868166,64.86133082663306,75.61953356386748
88.83717364576455,97.38947022370758,88.31683044638251,91.29879397927105
70.3190028793267,70.26742888931336,48.76104275690193,65.99193865783775
74.75718424254273,74.83278724828682,61.91701714644849,72.2118317250471
84.07170511668092,86.08373353831881,92.9489594812642,86.45076451608895
53.6960592010566,45.96666964167754,29.43484464185861,46.52499942140329
82.69680614520107,85.4530627260263,78.81299794659206,82.74692147972684
32.04921227936384,56.6639496722906,55.21555097527195,44.06690123642349
80.80391238388681,90.34281487403014,88.60524687046062,85.22585002824457
92.82321827907003,92.60970782808448,73.71098890167244,
49.810092317367136,,34.54581681679216,34.88484538427345
68.49713308058051,,94.15167908272123,80.08834157065617
86.71809144784231,82.9907446860386,85.407461029122,85.33776133555713
42.27276430252329,45.35680341029015,29.113842802698016,40.56619173488829
83.49448152205356,95.7141140725751,76.27982854901609,85.71744069260252
61.17381231965469,65.28649109769815,54.05572341205633,60.98399817154805
80.45987962239394,88.36168926701116,83.2822831879799,83.3949032288963
82.67135123214871,94.57701058851038,90.50959222619717,87.8106972378669
41.64215300709872,,12.386886530025322,36.67410606336857
76.42503362938344,84.26488698800054,64.00624977046228,76.29323286518434
79.63104646764191,86.2986125086074,82.60706877110078,82.22652074062334
36.58463068211532,87.71680096189968,98.38218656137641,
65.04631374066854,75.6064364655498,68.57620514978707,68.92032883995662
70.79462141675873,66.97976508289753,58.16741487334225,67.12472320791707
,89.62777042116916,83.43576050271905,88.13184550715253
42.54256935914056,58.89651886952576,47.76488530703685,48.49321740183537
82.27808637737408,88.82706433312427,86.93683559531013,85.17452960768634
85.85684140594985,89.82644115147379,90.9947915602643,88.07531136046993
77.22725682385803,79.99295853641723,70.46980593764742,76.70547716038367
52.799586422786845,,90.09209189594776,
82.60412881077355,97.7496720250877,88.99623357485217,88.42621272788352
46.09394794604893,46.17534173868717,41.7134147299306,45.242259440616735
70.48861459493013,73.72049176029259,80.58424486849587,73.47730379925201
79.93584439832789,94.84322495266444,90.75442111996144,86.57177390895556
51.96206364813418,47.22646795335516,18.900083547276665,43.92898891952897
60.93186626639397,28.887324579232683,42.562981571919124,47.644726821350616
84.82086980445024,83.39771693457863,89.8038213326216,85.39051424912303
48.10972638937389,92.2078431032895,91.66831052643474,70.05087823096075
,87.81484618345286,91.27210421650607,74.11506076040845
52.56988616645352,77.73434142418017,32.15915469221441,56.0370764489237
39.88784323568815,38.33274968613687,37.24024995470981,38.891796514627096
73.1067359970236,69.58270630790311,,71.66877115430653
62.053118055595604,82.11554065238425,85.71958087045566,72.80513739760421
64.88743357798005,75.93861906647025,61.602781578192236,67.54585882456954
42.40408648636395,33.78405008600154,30.627721334564818,37.462802535895406
51.54365656354058,41.39506989679646,43.16526200803928,46.82340165241708
72.15109664613627,86.60914886236033,60.60120213672645,74.17853340912153
78.89578175014489,80.4061439235048,89.99800345864465,81.5693347438528
84.93251387631032,90.8728890641592,77.50375251357221,85.22887416011736
89.65640059558099,82.24668284466934,,85.18925009531011
86.80818012523817,90.92316929266153,81.60245516519628,87.0015318834568
74.40740189346529,92.22545966009245,59.40786478111048,76.75291180098247
62.64113856400991,94.54708320235065,89.2216138230396,77.52901700731807
63.51148669895342,73.82354094798289,77.11614878088889,69.32603539004936
90.15499761247976,87.48262172941901,75.35631442430036,86.39354820992565
,68.45423453413223,83.53872374165412,69.9573627945625
88.05838144420434,,92.37661436424432,89.6539906425825
35.10395179741419,33.34136231801257,40.2765089959809,35.609686393307044
60.29550319460614,33.06422343174156,25.32440833577452,45.13190029398044
78.35906975550785,102.31621056242643,,85.68888684118608
49.82741692605979,80.69793317358024,87.70319550229878,
47.311128619516495,72.42891326677605,54.65885829264378,56.31600994831982
56.71183928587378,80.462181689792,88.3698823391608,70.16855061770666
82.68291153593769,87.49121478207732,,83.2242658642738
,89.03819517609439,74.39606942719895,84.58282552794093
68.47312306032471,76.71452786324998,63.20352769343497,36.65081892946132
88.1374119483388,30.729938957818213,37.9769644300022,56.319502295891795
34.809898276278744,47.878943927965366,64.02108520842779,68.50643583207092
59.70078201194217,48.24993099439416,94.42080268535854,57.205695904089296
35.783236442148805,34.847801440010194,66.45376992839489,41.4578661025711
66.02603106014581,97.18785626531503,73.15498088265585,49.16539152598746
92.92305768043647,63.47787062031466,40.96469058816658,94.98222729940039
84.77394471947565,92.70702181603173,33.06149381159786,77.31875929104487
45.948969228017695,52.55508524112398,37.75655735258649,64.72334870759207
98.31935947191548,38.7663499302979,71.89721029790559,30.890042299082545
