delivery_time,cost,delay_freq
9.349399813149876,159.502394668355,5.0
2.94217585880588,76.57285483473231,0.0
7.720169166589619,103.24687884372962,2.0
3.085684140594985,75.79354677234642,
5.856398794323472,112.98632791255181,2.0
5.346448209496976,115.80703078052355,1.0
3.929107501938888,132.1591613398799,4.0
4.110485570374477,110.2939028556177,1.0
2.3359069755507846,80.05113456642461,1.0
6.158595579007404,95.27096133039481,3.0
4.025318329772679,114.31002645239803,2.0
9.21929317825844,123.49005606414977,9.0
4.553485047932979,107.57480918470685,1.0
4.246263835642511,71.99102211112378,2.0
8.944443262885418,133.57228316694014,6.0
8.535523228947572,141.51609116387453,6.0
8.421487801602549,163.16221747000137,9.0
4.142842443583717,90.22599478591275,1.0
3.0984306179345618,77.65412866624852,0.0
5.184633858532305,105.77976069593255,3.0
8.196110865929137,128.1685722232834,4.0
3.754261221288012,94.98248146238578,1.0
8.693155211394906,156.27019272001277,8.0
7.772322357446625,119.87965237000596,7.0
2.887111849756732,83.57112571511746,0.0
5.296984673233186,108.41176789552351,1.0
3.1620419846973977,,1.0
5.963376129244322,88.40762178193643,4.0
3.7896064077536957,79.27989878419666,1.0
4.776537214674149,69.6228612001359,2.0
,166.10957614308657,8.0
2.930867849414408,78.14341023336183,0.0
,89.68644990532889,1.0
2.260739004816286,78.3871428833399,1.0
3.761514928204013,68.0379337591933,1.0
5.85478793305905,142.34654766617564,8.0
5.521941565616897,105.36681040522424,4.0
2.765262807032524,83.61636025047635,1.0
8.99319601178157,137.3971389126463,9.0
5.214093744130204,81.99555389416335,2.0
2.6615389998470205,80.60230209941027,0.0
2.5459879622393946,80.91760776535503,1.0
7.065950720269109,155.8332538792587,7.0
5.65655360863383,117.03348460270898,1.0
6.896792982653947,101.22811209079484,3.0
3.104431797502378,82.96120277064576,0.0
3.033764102343962,94.77894044741517,1.0
6.527737023428074,,8.0
2.020164938060112,82.6105527217989,1.0
2.8074588597918417,79.73486124550783,1.0
8.915555398150197,144.87374422983825,7.0
7.099674684261808,140.42007683265518,9.0
5.276690799330019,100.96420028643195,1.0
5.625667347765006,100.6835775985572,4.0
5.714000494092092,102.79681472154141,2.0
3.5154997612479755,78.07639035218878,1.0
3.5285611131094576,81.74577812831839,1.0
3.732824384460777,77.80328112162488,0.0
8.104703127485028,,
5.82206015999449,92.71954678256344,4.0
4.735343166762044,,2.0
,76.72337853402232,0.0
7.339933269954525,165.5532979157685,5.0
9.74474562823244,135.64637593545558,5.0
4.319975278421509,79.33495948064363,1.0
,89.27044436110047,1.0
3.165631715701782,91.4282281451502,0.0
5.827183249036024,83.8338283310604,3.0
3.055461294854933,74.98242956415463,1.0
2.768291153593769,83.61395605508415,0.0
10.379025224218028,141.93991929985435,7.0
3.157123666297637,77.00992649534132,0.0
3.763049289121918,100.87313077669,
4.922898290585896,92.92102201315849,2.0
2.882923312638332,88.12525822394198,
2.8541531251033616,85.13267433113356,0.0
9.274403145531537,122.05491257028336,9.0
3.2712800217929825,73.54880245394875,1.0
3.6795433869157237,82.85544553254066,2.0
2.7278086377374087,71.91506397106812,0.0
6.143276751759727,151.90314050873826,4.0
5.250492850345877,116.24576864762915,4.0
4.179317681648289,111.38453830739901,3.0
2.8829315215254097,93.56240028570824,0.0
3.4112724560515946,76.07891846867842,1.0
2.6400778958026456,84.04050856814538,0.0
3.1209811357830173,,1.0
2.6996806550405976,74.70239796232961,0.0
3.8086965027973516,,3.0
5.412780926936498,96.44772089889986,2.0
2.993251387631033,72.97946906122648,1.0
5.293072473298682,107.7255290081299,4.0
2.493584439832788,80.87047068238171,1.0
5.259882794248424,86.742138456983,2.0
2.4245032112888487,89.15402117702074,0.0
5.78182287177731,102.30587658918292,4.0
3.3692332899977053,65.84629257949585,1.0
4.927171087343127,112.78650002194335,
3.4851527753141354,98.27895337799652,4.0
2.118479922318633,79.25554084233833,0.0
3.4877725635611796,87.51933032686775,1.0
7.687816624464087,152.4823963410431,6.0
4.153206281931595,88.11218892350949,3.0
4.184189715034561,75.80926193215522,1.0
2.389578175014489,65.36485051867882,0.0
6.960635607109019,126.45676576975777,5.0
3.3837173645764542,90.03532897892023,1.0
3.1878490091728358,83.28751109659684,
2.287625906893272,74.81729781726352,1.0
5.4738329209117875,157.7909723598208,4.0
5.482472415243185,109.50878533477017,4.0
,85.93262440127316,1.0
8.01534959152938,161.9755370397438,5.0
6.453534077157316,110.19396623402014,2.0
4.285648581973632,107.70678926368313,1.0
2.7671351232148718,95.38036566465969,0.0
6.865774511144757,107.72571529459071,3.0
2.580391238388681,79.65288230294756,1.0
4.754611883997129,134.71987850010262,1.0
,88.21902504375224,0.0
3.3238442690503462,68.93665025993971,0.0
,181.8477455137092,8.0
3.305838144420434,104.63242112485287,0.0
7.115952864583683,139.7550645430617,7.0
8.460949281314914,137.05885236995724,
2.6991466938853015,80.9707754934804,0.0
2.137541083743484,53.80254895910255,0.0
2.043359877671101,95.64643655814007,1.0
3.1718091447842305,82.57550390722764,0.0
7.2604985980117505,152.5669101852856,8.0
2.293848149332354,60.124310853991076,1.0
5.846206773230841,135.95614695132213,6.0
5.787084603742452,109.77086876958697,1.0
2.769680614520106,98.8618590121053,0.0
6.7565074836168915,148.2586290855125,8.0
2.8494481522053556,71.9772273077838,0.0
9.120940407684893,123.55559208867137,5.0
8.882475809726865,115.71622774424536,7.0
10.161909933599173,150.94194762340075,5.0
3.4656400595580994,,1.0
10.448616955897453,139.58196812071705,9.0
5.341151974816644,116.33425895451049,4.0
11.1995500619844,123.63558633533054,4.0
3.2483570765056164,75.2082576215471,0.0
5.473237624573545,90.07320302847418,4.0
8.170276017876873,146.48332704976883,4.0
,102.59771388776772,
7.159728439704546,128.72550894392052,8.0
2.8453938120743927,,1.0
7.42202960470736,133.79466486813087,8.0
