temperature,pressure,downtime,health_index
69.63994939209833,30.696761091483012,,4.134216345499984
56.901274479551276,32.36125381122736,1.8827271201405484,3.947046555659255
64.24503211288848,37.389726337455855,1.1788936801741416,4.301169074048602
74.57701058851038,31.02345592444993,0.5365347642109586,4.331325613360604
,57.96916698697047,9.963096969062173,7.852756919594244
109.41568620657901,70.01436650046453,12.511978965748066,9.679597901431356
74.8777256356118,,0.6741998261970914,4.1815149053585206
76.9511789933548,48.20124504428166,10.088619094440254,7.0238207803935095
77.32824384460777,30.523733438495515,1.086590462925591,4.531397183909251
72.48357076505616,30.986253328979053,1.1383453996650095,4.36646204369441
100.70598668593159,,7.837115400446564,7.875093135142684
80.79462141675873,34.987353176810956,1.816741487334225,4.994627281209633
71.62041984697397,29.033815451382974,0.7640340671052832,4.178976225355334
94.49761890550863,53.247195769529085,,6.516878583882047
68.87111849756732,30.772651172168292,1.1926586898644185,4.224282524762309
95.48521627944827,55.14734703351641,,7.530497793371194
82.49910840175534,36.134951080722665,1.6955304994951468,5.084468479198149
78.97059832948503,43.558074390444446,1.5777462904023258,5.216696166877645
66.99146693885301,26.493965887141403,0.3111653160214545,3.801650376244068
86.69049883588963,68.41149849820226,6.71935679015774,7.547951251395224
95.77368307647619,57.70082129660162,8.328184383814678,7.804617051686049
80.48861459493013,39.20030735018287,4.058424486849588,5.599241775174438
74.19703492354549,36.16326218555975,2.937320902726828,5.001876064909576
65.95753198553406,27.552569145103686,1.221909714073114,3.984785988040133
88.37376241054153,56.454930040467964,-0.09065992882471541,5.7750157122754375
71.33529150821205,41.613592801690444,3.717542255795962,5.261463823555292
93.06422343174157,87.54794181984364,6.487081978810798,8.521903005825568
82.15109664613627,47.25571803897521,2.060120213672645,5.588296630138988
72.82928651065997,42.064657271378124,4.277676821898509,5.451293115661226
69.30867849414408,28.410719388698883,1.4135916245180118,4.191494240217321
109.79944138890026,57.03536674640971,8.387663545925683,8.350925034597536
120.82508096064853,57.19570647503717,17.041263778572358,10.5290842531419
88.94365427051898,37.003036772779886,2.8929696400454423,5.616461569741043
83.70293145342382,65.8451028704396,8.31929068307569,7.6457795095696754
71.87849009172837,29.422917105656634,1.2803922631841171,4.308134740532223
88.14214626508472,,2.7510358515209266,5.394400266032262
78.30594718878629,60.06225492885028,7.262770807742167,6.987282246253896
78.58465143296274,36.20433669223151,1.8021221074111515,4.95198394649
71.26551772624606,35.888898022167844,2.2515134634434464,4.736479322625246
77.30280482196768,39.904918960486555,1.2412605135768857,4.936561054013547
95.99332305429226,57.707971259955315,7.221225945909186,7.592296961751741
68.45393812074393,30.779648382745272,1.1082292947909875,4.190989319097765
68.50496324767066,32.890128387732965,1.458930973527388,4.347589860121623
94.92027358683383,64.34225649327846,15.337255938850479,9.437952390974589
60.201649380601125,31.76057128140081,1.5677828200902995,3.992045390498138
90.08891302346281,,5.060747924881987,
93.09661321916391,51.6321241534379,9.414405071407987,7.672030509185672
76.78120014285412,27.959925835264528,1.426216667398112,4.474888372604368
62.87625906893272,24.243686354102877,1.076862552972764,3.700170327515976
114.0941664047013,52.39181174265727,6.466352970706445,7.9527097200356325
84.11822044539204,39.45619925771571,1.6198985417851086,5.266956496481333
