speed,engine_temp,fuel_consumption
59.27989878419666,91.16126848580502,
33.80254895910255,93.93542301871226,18.530908480562193
48.490064225776976,102.31621056242643,15.715574720696566
69.15402117702074,91.70575987408321,13.146139056843834
,81.68688120527077,10.363732510116991
83.38043050578786,130.82508096064853,24.658326257673597
69.75545127122359,,13.696799304788366
43.93760215228531,95.37700399322719,12.690840092309955
74.65648768921554,90.8728890641592,15.346361851702364
64.96714153011233,91.64375554829843,15.553381598660039
53.47729057533113,,10.942936714271992
91.70276017876873,101.71476599776106,20.649803585562267
63.24083969394795,88.38969241897162,14.056136268421133
43.621970323218605,83.98477306978504,
57.74223699513465,91.28775195361382,15.770634759457673
42.14842943793942,72.64177749936356,
95.35523228947571,99.87040804805326,25.53789155219148
45.416976859289214,87.71680096189968,14.541385715608792
53.98293387770603,84.15660981190234,12.244661264085817
56.627709086937784,81.01552372264761,7.510690593377166
59.9133336003474,86.2986125086074,10.143132474438785
91.04703127485028,94.24445723103499,22.01573109915455
77.56507483616892,99.23867896080199,23.936127848755444
51.91506397106812,85.92094857517282,15.887638856292456
46.70203076538835,86.97226071189148,8.419051089109375
71.43276751759726,101.62434956150345,21.57286154493612
51.184368680289765,128.89651886952575,14.784498374572959
94.60949281314915,94.20938339513374,27.266022527329614
74.63418537998565,91.50067971048587,27.628512517647657
58.61735698828815,87.3511989811648,16.654366498072047
53.232243203734214,85.24042473330691,8.287832348182265
101.46719606499721,129.23903410416395,27.44951653428683
109.16497343682637,100.68373268984182,18.450224462002673
24.09842455872768,134.03517589721193,25.901810568771264
63.75698018345672,89.03819517609439,16.12156905273647
107.4474562823244,,16.860596412727368
67.18499261815725,82.56196887963753,10.962018463473427
86.9671102134916,103.48598803871815,24.152626767387886
71.28325227052726,105.54163885774055,20.26928903301279
84.2202960470736,101.70581048044339,22.140941781294227
55.61894646118095,86.68801331037601,10.218789589209786
56.907876241487855,91.29941397124212,15.43291717916395
57.009926495341325,94.8168806462216,16.835723894109552
54.10137560247336,76.86228781058419,11.66067163308849
40.403298761202244,92.93428546900135,17.271131280361196
111.61909933599173,,25.538320362163862
36.58463068211532,78.94491900118771,8.979967202290506
73.56240028570824,86.59987639210755,16.704866669592448
45.75251813786544,80.4061439235048,15.307450211891055
53.007711683548976,83.07722227885087,10.754600986089704
98.82475809726864,98.50586993801707,18.626073724486393
42.36959844637266,86.08373353831881,11.774568257620697
86.2114777291026,108.10677611450048,24.85127151455815
29.75791249479665,114.42838701006313,21.730485479146303
83.39933269954524,99.9142725900716,18.039300378938073
68.21902504375224,95.79297789503703,15.80996342192191
48.08807384256147,83.24243257979346,13.059100638921228
55.30525614065048,82.68242525933941,12.858215003877776
106.48165277980786,106.71489578259644,22.222284341259325
60.67528204687924,89.62777042116916,13.232285127597734
