experience,performance_score,salary,attrition_risk,engagement_score
13.0,4.55266598818645,101017.51597320069,0.14143829888024376,3.8241755457728592
2.0,3.5841697271525024,67124.90611009454,0.1806739884361574,3.061073880922015
9.0,3.290246252749774,51150.84640227861,0.08251174973469028,3.2013555017728517
10.0,4.280712193866851,90618.77664176468,0.5352747120102492,3.0374440289180518
12.0,4.730189051611921,82305.52023546568,0.0935793926730146,3.9647254367964386
7.0,1.7457970225531236,59142.51262612414,0.6962964086280882,1.4684538983344295
10.0,4.601454375597996,84648.82461347709,0.10880904610261607,3.837513618645074
3.0,1.2102396213437032,43165.30846403536,0.9796032708335276,0.6957149044215603
3.0,2.406768190786833,53168.08643341467,0.41895997812847485,
6.0,2.265958446109423,62061.639733977114,0.5660371501806208,1.9039234977837802
4.0,3.625972233782343,52138.97659411106,0.22974488828798356,3.0483687844591962
9.0,3.2277860784719836,54187.49169636836,0.2620942353817679,2.90075168616334
,2.242546315195239,28694.543883787494,0.2124991332541924,
4.0,,56819.74048621814,0.593974172605388,1.8180699232363409
1.0,2.644203170089245,45551.55876418612,0.6093096505858245,1.9281371091658857
6.0,4.710211076416598,78719.42738790327,0.9356856774218889,2.5715770220754655
11.0,4.7264993391734205,76790.38772205346,0.10256804297398177,3.9293976051257373
6.0,3.0662996810583105,37393.39812919327,0.1584797480482485,2.9154302184567826
5.0,3.566586682372176,62437.36257535808,0.2608965998769508,2.991948441370662
12.0,4.635880897960053,78423.28875760113,0.11588835162185593,3.8841079215472423
12.0,4.588968415298691,98045.04048573098,0.14359569944061965,3.819090658488416
3.0,3.2301164607445463,79666.31983648744,0.19404208537833512,2.8839951023047705
5.0,1.9010185156493424,53281.534903901054,0.7475318860212307,1.4292114287928253
6.0,1.708709542182533,45870.35228146672,0.747168810519784,1.3536015553115903
11.0,4.8821200860418665,109025.84283605852,0.07777506278904087,4.044397448837372
10.0,4.111806837496808,,0.547066256007534,2.9353040347371033
11.0,4.573412858741369,86552.16647969779,0.735144814394063,2.90398920777959
1.0,2.382102194000954,55903.629116936456,0.8415482802510849,1.4487286766238499
5.0,2.4362736870827946,56301.864560702554,0.39146055155940845,2.2309460162022847
11.0,4.095996570791597,72753.11133758462,0.1355054620181977,3.564740092368502
14.0,4.911558640064933,109876.58492271301,0.16817177454758522,3.9835216582110884
6.0,,105740.21088481299,0.19217068791602668,3.6289209025054356
5.0,4.440034765079458,102145.98854334878,0.7845963284033268,2.6431228899347388
10.0,4.188651037045355,76279.63603108084,0.17186781641667637,
11.0,4.643326229830058,101105.11226921607,0.03525287627600701,3.9887838005010186
2.0,1.5179522367683447,56283.08275820874,0.2511359914611919,1.9222721311923845
9.0,4.2305376181632965,99736.3009894366,0.11286037454900535,3.6259782472581406
9.0,4.791889060126736,87585.93934705405,0.16654406639860428,3.8261284304654617
7.0,3.4227534506406925,52353.17361508947,0.3192090380632649,2.872563168225449
1.0,2.353962183484837,57049.70647300748,0.7234814086795566,1.6117589787230837
5.0,,29695.212568127474,0.7951883018028554,1.566873459755128
10.0,4.029840134443857,65008.83293817573,0.772050093419996,2.5568449270919347
6.0,3.344941405768563,50651.037249025496,0.2747080695893005,2.880408598500331
10.0,3.792020147587063,95674.33975706235,0.6047513126989318,2.688883104745134
4.0,4.03764662483411,63104.00294412261,0.20998843419260865,3.283840661128142
11.0,4.061709227450943,69311.30996714352,0.8256161458433825,2.512430394960398
3.0,1.5451535249257735,47420.15144067797,0.6526573807299504,1.3535906913679612
,3.894783169307482,,0.285595070172548,3.078998979394919
3.0,2.6140115727747775,71244.87024378213,0.3576174599471101,2.3305795964667237
2.0,3.1480794412850006,71623.54181552814,0.3595401135710423,2.574729550285937
6.0,3.324657270810978,52610.569862787466,0.1839674974730694,3.006377389195885
,4.381345064525912,92187.92778642464,0.08328764544248163,3.7257410640992337
5.0,4.36817842274037,90573.9074572979,,2.380594204042667
10.0,4.85391490341021,84516.91054751186,,3.9541237677147913
2.0,4.130389027059583,59980.368400270825,0.39018634370178873,3.0199149979771085
13.0,4.577135061016884,71747.17661461141,0.21945179786962313,3.7193898337040077
6.0,2.4101228697431276,53136.88575956651,0.9256484015427542,1.4365888325574323
8.0,4.326309844858521,79737.0203953969,0.8995857528718495,2.4737762931214866
9.0,3.7355207620587545,65552.69176369342,0.5032142525959219,2.7929390021354945
4.0,4.486839949439176,75116.52367035695,0.8567853473771272,2.5382419536538974
3.0,2.7525125573304106,74761.96928154973,0.5515298428482928,2.108961514392766
10.0,4.1477688142276055,103113.88255645393,,
7.0,4.524394130218575,83224.03149180656,0.5287509508152026,3.1090706388864833
7.0,4.051483838755699,109490.9522139673,0.10400993562704074,3.509727015937288
,4.223882758479787,105657.90916377987,0.0249615803396413,3.674499008730432
7.0,2.3711824581295593,40930.557661279185,0.6432836832064605,1.8606657042550887
7.0,3.703447185730959,104108.03377443015,0.06140904611216225,3.399610023697236
7.0,4.505700099318645,68399.37828474303,0.1178652270968317,3.7160522090140753
6.0,1.7496068087912031,42311.65823204824,0.8086105526769656,1.281887575380153
5.0,2.8544978315944167,37352.086130445496,0.6270525897696169,2.0866700311427833
3.0,2.27626657617372,51433.5393105407,0.5349264280551438,1.8957436460041444
6.0,2.8041400106722105,58901.20727220195,0.222891345949556,2.6877329864117714
6.0,3.5807859206487986,79326.9415586796,0.5172842295373306,2.6344666160184036
7.0,4.58505354385857,94956.05820832032,0.7193969680329431,2.8534313198798706
,4.723113385131368,99264.61268266717,0.08325913763026332,3.9166679861202893
3.0,1.7131230998459177,43880.274794053825,0.5637296396460021,1.5709670904539559
6.0,2.121728255349944,30477.959565291025,0.8128888743046907,
5.0,4.604706083519045,86994.04277834036,0.794988082432475,2.70987091811081
7.0,2.2322583026214247,70056.89209641973,0.6279367764696816,1.8142239866061898
7.0,4.37688500739411,90137.16518610207,,3.7237353316333945
12.0,4.412414198752314,96367.29366084676,0.016543382045473412,3.921392026307947
3.0,2.9889114125245015,64964.55359942489,0.3223336158696355,2.5709552824577977
9.0,3.582239117662856,47509.79816064125,0.12358731006999177,3.2857385937264403
6.0,4.5307043047649,104657.7000121961,0.08813040193966655,3.75315654947295
9.0,4.3129567815045124,82598.5127669501,0.15330992720488693,3.606513499944926
2.0,3.104225262933091,51724.25018895093,0.8818019607961115,1.7694096902723782
6.0,3.083148410342998,71089.82859702643,0.3315635976681239,2.6642288086693133
3.0,3.939126057411232,,0.21287531188850706,3.2102500608728555
8.0,2.6119362610054644,43791.33656470192,0.30565589495891676,2.507484288064357
10.0,4.461871721920042,100152.12190642927,0.7799208133959267,2.7610546408661314
,2.493746502850361,54161.712656046206,0.5416593278960488,1.9543842595811074
6.0,3.7617708908457583,45962.195613947886,0.08541432401500579,3.3727639594003707
4.0,4.601530648689897,81624.91144944436,0.9347855781329037,2.478586957145593
7.0,2.999024771143514,,0.5465321518017243,2.3197141578691705
5.0,4.738678639168782,84176.03401535079,0.1494101305252056,
9.0,2.760266079876622,75305.55898384344,0.2773250572701774,2.644145454033045
4.0,2.237746820724587,48581.71845361348,0.5882054843633049,1.8165651838173362
4.0,3.161733969324227,80732.9715292111,0.40736820120987527,2.549814682847301
9.0,4.135211948907759,48394.6673447884,0.31280410685584603,
6.0,2.11483123211657,,0.7775472572488914,1.511094730184948
6.0,2.1304532169158366,35526.58620057876,0.5470235696827191,
4.0,4.4852169429160975,96519.74904541855,0.8640903849409236,2.5264728940466634
6.0,1.1352099534954272,40031.40967327379,0.6789983301624906,1.169107481503978
5.0,1.3790797416472333,40264.112190228916,0.7429448245383669,1.1751226340160665
10.0,4.810428773057851,53209.639479420366,0.7781896101626058,2.9379299712850173
12.0,4.3275872377159805,101655.74692355412,0.00025192142211753754,3.9034157367248143
,4.812747485201826,85132.6356325666,0.07326686290749682,3.9564734482396675
6.0,3.446070516968331,52792.74382500498,0.11806995504700707,3.165930325913655
13.0,4.422291406578333,83213.06651482996,0.09474407476267932,3.8290295911451473
11.0,4.263222501390624,76992.80765925671,0.055343986318538846,3.768595271217504
2.0,3.644492147138577,,0.3122505498339519,2.8938702488183607
9.0,3.5265353711012524,105519.77961163622,0.8744038270649162,
14.0,4.202224146179043,75554.7656090081,0.0360040133368435,3.827106053084256
6.0,4.2940330811527625,89253.37105916369,0.9230161313457147,2.3824923435578094
5.0,,62058.24859337686,0.6203497041342413,1.6727133282871618
5.0,2.9051735716564173,42088.78362701168,0.3076048039896385,2.5911795798437507
4.0,4.271602594056944,58704.1804277633,0.35129412507914953,3.1888601094097475
6.0,4.750438625769129,71656.8969498704,0.10119659072329186,3.8434244267996265
6.0,2.953509450955278,40601.357123845824,0.6605417681763405,2.105942073213128
4.0,2.480269201683135,62702.82423366724,0.31815069776273097,2.342908554197471
14.0,4.380408482995439,97896.72242002044,0.10825113990546693,3.807827531639519
11.0,4.131589942271303,105322.67758559875,0.6408685504124093,2.8244921455170373
6.0,4.369283186916449,126411.42903589277,0.8357526243837221,2.5510126568826412
9.0,3.0508493884181465,52244.406008391015,0.33529599755389017,2.702480697878238
14.0,4.370217215835596,90629.70096705035,0.19360028402361523,3.674708181882375
7.0,4.270952188781977,91484.63096786155,0.5988081996796228,2.8772637948715545
12.0,4.829894092735446,115599.07430517694,0.16910023020859716,3.901296701054828
7.0,2.620856979826172,48878.44881530466,0.6052460212714087,2.042559458005973
6.0,4.072108185856533,104267.99550900841,0.6138651096323177,2.73525642847979
8.0,4.235822620185868,78369.95841064584,0.10462394357755486,3.6209753947266012
,,75287.92068706582,,2.338263419683516
5.0,4.506651474109836,80151.02066055915,0.7807220212761392,2.682242705140709
6.0,4.1061371914531,,0.7116842754903523,2.6055421824910217
6.0,2.777946133795627,64322.02802562618,0.43909034961852744,
14.0,,76717.31439256726,0.11161480790882025,4.086892926069291
13.0,4.771059747187753,86911.99924356742,0.010575174750975164,4.1296671114674135
10.0,,108140.72956029951,0.16332034276864377,3.4016722458676742
4.0,3.2287064738781854,,0.5084477230541564,2.431681652357858
3.0,1.720129012635864,34813.80551895512,0.7078408922506076,1.3583031679420206
7.0,4.768299699032628,110884.88630237855,0.15287117544311882,3.794843086351636
5.0,3.3338180070815624,61704.60110301082,0.1698396674258,3.0121495024020812
2.0,1.394749420465316,41707.26292944182,0.8591717323188156,0.9486171117544346
6.0,1.0275303548146253,35908.423829148756,0.42153643552178993,1.501460524124628
5.0,4.338037947904141,85671.50300642355,0.5914782356434561,2.881801620486886
4.0,2.0274596493261283,40708.61964932409,0.6284190131131382,1.651101304993357
8.0,4.389652282760172,101549.6603989619,0.06857151262621468,3.751968872440764
8.0,3.9866515760800363,,0.7975722720108058,2.4569673800238094
6.0,4.3891920936549464,80383.21574980281,0.6394591008815438,2.8554073955051575
5.0,2.994354704670093,55157.34051783707,0.36161066540197495,2.554761354232084
9.0,2.0729206602411923,56119.52641196158,0.46737481593913827,2.015398106211889
,4.044008516184458,77241.05607059464,0.25186616507202747,3.1842050104841877
2.0,,58757.086801180514,0.3711454265194827,2.594683820202175
4.0,4.441718992851808,68213.27607959937,0.6095487928134828,2.8865363072056796
9.0,4.339675063897948,107860.9088417046,0.07927340973050542,3.730927417353216
5.0,3.5164262186913557,43945.86211429946,0.22475532996731312,3.0210801143947084
6.0,1.5621506291663787,44676.69749074886,0.766077523172214,1.2519590298248682
6.0,2.1477752254895766,60647.04584933529,0.7700942261446077,1.538746273527877
3.0,1.2998922244932323,61420.96171107443,0.7161353225878903,1.1357431283647808
8.0,4.45018172749468,103180.10322286343,0.019388634641273828,3.8560079117854293
1.0,1.1463614221862009,29988.355516569132,0.6426414841659905,1.1292184848441147
6.0,3.643100983064688,69690.66757926515,0.3023751481997747,2.987987769232682
10.0,3.9399490010795173,109018.5734071306,,2.4957615062005223
11.0,4.085207257922138,81764.71709648114,0.7412730582233822,2.650694041625996
14.0,4.407213436066627,75682.54107057869,0.10075716391299322,3.8324709721638235
,2.3481755633262438,50170.157301179606,,1.6417542475152884
5.0,,61997.154429637936,0.2224768206332312,
9.0,2.8923773921152547,51579.60027590604,,2.848396931980989
7.0,4.4817407737575765,110458.29786625659,0.05720355410853159,3.795065055715991
14.0,4.921187621597788,131016.33238592613,0.1825675493239745,3.966742486812932
13.0,4.436351573486512,108256.06195470165,0.17801900705664397,3.7111472761582895
5.0,3.0568267419170403,70392.84619251358,0.4067456172234752,2.518294945123307
2.0,3.595296994712073,50421.1773836216,0.35610330674710605,2.8034935372353775
7.0,3.921873604842881,76105.06205167098,0.30752659459291876,3.1396469105320626
6.0,4.233281584033647,83863.4375916782,0.7444776000871238,2.619924391886138
11.0,4.371939361788083,93394.32404248312,0.10642755000355406,3.7463283558887106
7.0,4.025036252567368,76983.89970964947,0.8801857332040167,2.332239526477659
3.0,2.6478891057264335,60594.872751592855,0.2701894730647035,2.478660343266162
11.0,4.400093059435179,80790.75975752779,0.8836061051159524,2.594637372043661
13.0,5.511688876088002,98341.82697800949,0.04237173141699925,4.452286840918502
8.0,4.847455995879608,92622.49517987207,0.03645640965619801,4.029043383455507
10.0,4.201200700504059,88457.30821905255,0.8902254673389192,2.4652621492436513
7.0,1.4880907402554728,23034.85399167991,0.6301783971684647,
3.0,2.967167614372727,70122.88827336414,0.3645732788723247,2.4967238888778764
11.0,4.704023793592299,71970.89216101595,0.8286973958453934,2.8289658030280598
8.0,3.4773463971118144,74553.78088419222,0.08233186107278173,3.275175406946735
11.0,4.074374862422579,128087.44074403998,0.09801819289801905,3.610160141864261
,4.587476147845771,106823.91712488499,0.7640562725975099,2.8276536650266206
8.0,4.302245309269057,87940.92274353276,0.0990278929550226,3.6625808152019945
9.0,4.172735330436464,87174.06122171771,0.7754930381683665,2.6031281079656825
4.0,3.0287055658846773,78325.21511870972,0.17815103587134143,2.8271262291353265
11.0,4.279305801896262,97565.46157600732,,2.591468378603183
3.0,3.6920117722815453,,0.24712760145002954,3.0353144839657284
2.0,2.5288435867450034,72445.9015793355,0.30508425691361557,2.3467954080020785
6.0,1.970403318960726,49577.016755427605,0.3555640239633534,2.071855623535333
12.0,4.501181191329421,88138.0141667751,0.05337041717194595,3.9105349699067915
6.0,,84867.87431091929,0.1771533825929542,3.6552430707385652
3.0,2.7686924392172263,53298.95556680688,0.20919459564295617,2.630554326144179
8.0,3.118067368268516,65932.91144699794,0.26417907995092205,2.822765064207875
4.0,4.349924544628866,,0.8175421075300113,2.528649111019416
12.0,4.446680363618803,103103.84123453069,0.14525609799782796,3.74545603481266
6.0,2.2384140471620553,55098.9496104966,0.831883862109077,1.4913812304174119
10.0,4.0072060575125,59206.88489931669,0.9388591121444183,2.2953143605396225
9.0,3.8794083166663644,80623.19248816423,0.0992431978637226,3.4708393615375983
11.0,4.298994739102308,95335.54304822459,0.7700261423390797,2.7144581560425345
6.0,3.391399733575393,58280.600895395044,0.23977437971178236,2.956038297220023
7.0,2.176578811611333,43648.99692085063,0.7175956657221244,1.6518959072224797
4.0,3.03352200087569,51587.05125709754,0.5444250024128371,2.2801234968185895
3.0,2.3283573763941208,51947.71306619165,0.38668490633421426,2.144151328695739
8.0,4.494434758646508,91406.4814522792,0.033658411693205145,3.8567297617834466
,3.106387521825593,49534.75481515729,0.312743440666809,2.664078599912583
6.0,,99308.22323942604,0.10036531863703162,3.7080814602902246
4.0,3.2517840422211752,39236.216274909864,0.1719708871764744,2.9479356903458758
12.0,4.437850232968628,91153.42422876858,0.14362235788302266,3.7434915796597794
4.0,2.091755911543868,45272.64704818879,0.8107323896243614,1.4097793713353919
11.0,4.157340836750695,93115.02808905444,0.9018886995222481,2.4458373690919752
6.0,4.4230109451922335,73043.57920319204,0.15240098719974762,3.602903991796495
9.0,4.786230407040182,58291.649751842764,0.7980118389711135,2.876097445063421
11.0,4.189908040335885,84252.87052260136,0.9444173078548969,2.3983280583855975
11.0,,110760.23578399018,,3.889996889986071
14.0,4.766324537878007,111078.07958817281,0.059553155430481945,4.07383253579328
3.0,2.469121671982139,52121.65258237419,0.4597112722520811,2.104993927612948
12.0,4.16083430859553,101597.11283833874,0.1315037469300504,3.6231615339026897
7.0,1.9641629817212816,37205.73804122467,0.8038826145111928,1.4162575690938515
8.0,4.675495441419947,83225.14865978515,0.9298177707834696,2.6030210645347696
6.0,4.564481649028426,86406.08237709285,0.14726908450437837,3.681337197757646
5.0,3.362259158187278,77234.20161693319,0.2958373965713076,2.8373734842366773
9.0,4.497785955016628,76109.30071182783,0.16616319035756183,3.6796481919719715
2.0,3.4480321166129375,62624.19710731369,0.4973460891602558,2.517996924566085
5.0,3.2221752787495337,69754.27757085719,0.29648030615375165,2.7663671801441394
