Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
2024-01-01 00:00:00,39,Idle,74.13758998750998,3.5005952505668376,8.61216228672771,10.650541807495888,0.20776425865210613,7.75126066915425,477.6573907044127,0.34465028571231104,14.96546993501487,Low
2024-01-01 00:01:00,29,Active,84.26455838600123,3.3559277995326586,2.2685587276657015,29.11181021637609,2.2284635854376598,4.989172453658086,398.1747469572252,0.7698484383392469,7.678270238860093,Low
2024-01-01 00:02:00,15,Active,44.28010157113693,2.0797660943098664,6.144105398264381,18.357292229650056,1.639416214806451,0.45681640537820645,108.0749587029995,0.9870863114008817,8.198391135045167,Low
2024-01-01 00:03:00,43,Active,40.5685019792109,0.29823776238176414,4.067825373478269,29.15362894215821,1.161020636843566,4.5829735177627215,329.5794095665588,0.9833902235254521,2.7408470871373307,Medium
2024-01-01 00:04:00,8,Idle,75.06381737005613,0.3458101073578936,6.225737023845363,34.02919051771376,4.796519646574453,2.287716177150092,159.11352502137987,0.5731169659066233,12.100686272703294,Low
2024-01-01 00:05:00,21,Active,80.95979284122906,1.3856070486043044,9.868068415143949,48.399315247007785,0.5750118032676443,4.720912975440134,147.68770294333612,0.897386277205959,0.04071642305640333,Low
2024-01-01 00:06:00,39,Active,76.43470131884685,4.815294305581739,2.6168297234116773,23.51712339338756,2.089320253165994,4.894678075059727,222.97469093294356,0.22054005807245936,9.032312654501068,Low
2024-01-01 00:07:00,19,Active,37.67027924303745,4.43660963338224,7.659485950666886,35.45109695004191,3.2582462685795965,4.235901006303598,241.4567352566456,0.9118387921684246,0.738357242870531,Medium
2024-01-01 00:08:00,23,Active,75.54661164410375,3.128202862422097,2.679065557605282,43.6482617014793,2.8840694390759047,7.551567604579149,148.45814417503266,0.5005886207126145,11.446013034062002,Low
2024-01-01 00:09:00,11,Active,56.32470868805761,0.6477246429520054,3.4018353441201876,23.985565512657452,0.5635281868990277,6.335665977803453,281.25801326895026,0.8054916079406376,3.6879124533514194,Medium
